formulaRank,molecularFormula,adduct.x,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality,target_Compound,adduct.y,MetaboAnnotation_status
1,C36H70N2O5,[M + Na]+,C36H70N2NaO5+,Fatty acids,1,Spingolipids,0.998,Ceramides,0.985,Lipids and lipid-like molecules,0.994,Sphingolipids,0.926,Ceramides,0.956,NA,NA,Ceramides,0.956,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,633.52,449,7.485,801747438472076e3,801746919556812500,16816,NA,NA,NA,FALSE
1,C10H16O2,[M - H2O + H]+,C10H15O+,Fatty acids,0.97,Fatty acyls,0.586,Lactones,0.716,Organic acids and derivatives,0.652,Carboxylic acids and derivatives,0.648,Carboxylic acid derivatives,0.446,Carboxylic acid esters,0.502,Carboxylic acid esters,0.502,Organic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,151.113,449,7.486,801747418486205200,801746919581978400,16780,NA,NA,NA,FALSE
1,C10H16O2,[M + H]+,C10H17O2+,Fatty acids,0.969,Fatty Acids and Conjugates,0.767,Unsaturated fatty acids,0.83,Organic acids and derivatives,0.721,Carboxylic acids and derivatives,0.738,Carboxylic acids,0.609,NA,NA,Carboxylic acids,0.609,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,169.123,449,7.488,801747422743426400,801746919607144300,16794,NA,NA,NA,FALSE
1,C10H16O2,[M + H3N + H]+,C10H20NO2+,Fatty acids,0.866,Fatty Acids and Conjugates,0.447,Unsaturated fatty acids,0.473,Organic acids and derivatives,0.573,Carboxylic acids and derivatives,0.593,Monocarboxylic acids and derivatives,0.667,NA,NA,Monocarboxylic acids and derivatives,0.667,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,186.149,449,7.489,801747418112911700,801746919632310100,16797,NA,NA,NA,FALSE
1,C18H35NO3,[M + H]+,C18H36NO3+,Fatty acids,0.959,Fatty amides,0.549,N-acyl amines,0.272,Lipids and lipid-like molecules,0.899,Fatty Acyls,0.868,Fatty amides,0.636,N-acyl amines,0.611,N-acyl amines,0.611,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,314.27,450,7.496,801747423397738200,801746919732973400,16763,NA,NA,NA,FALSE
1,C9H16O,[M - H2O + H]+,C9H15+,Terpenoids,0.676,Monoterpenoids,0.742,Fatty aldehydes,0.409,Organic oxygen compounds,0.995,Organooxygen compounds,0.992,Carbonyl compounds,0.515,NA,NA,Carbonyl compounds,0.515,Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,123.117,450,7.503,801747419329260800,801746919762333600,16793,NA,NA,NA,FALSE
1,C18H35NO3,[M + Na]+,C18H35NNaO3+,Fatty acids,0.995,Fatty amides,0.958,N-acyl amines,0.318,Lipids and lipid-like molecules,0.731,Fatty Acyls,0.791,Fatty amides,0.679,N-acyl amines,0.578,N-acyl amines,0.578,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; N-acyl amines; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,336.252,450,7.506,801747418804972400,801746919791693700,16758,NA,NA,NA,FALSE
1,C9H16O,[M + CH2O2 + H]+,C10H19O3+,Fatty acids,0.827,Fatty acyls,0.862,Fatty aldehydes,0.396,Organic oxygen compounds,0.994,Organooxygen compounds,0.991,Carbonyl compounds,0.605,NA,NA,Carbonyl compounds,0.605,Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,187.134,451,7.515,801747421233476e3,801746919816859500,16773,NA,NA,NA,FALSE
1,C19H40N2O3,[M + H]+,C19H41N2O3+,Fatty acids,1,Fatty amides,0.996,N-acyl amines,0.759,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.992,"Amino acids, peptides, and analogues",0.748,Amino acids and derivatives,0.743,N-acyl-alpha amino acids,0.59,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",345.312,452,7.526,801747423917832300,801746919846219600,16819,NA,NA,NA,FALSE
1,C18H30O,[M + H]+,C18H31O+,Fatty acids,0.965,Fatty acyls,0.945,Fatty alcohols,0.384,Lipids and lipid-like molecules,0.702,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,0.702,Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,263.238,452,7.526,801747423070582400,801746919871385500,16864,NA,NA,NA,FALSE
1,C19H37NO3,[M + H]+,C19H38NO3+,Fatty acids,0.999,Fatty amides,0.787,Primary amides,0.449,Lipids and lipid-like molecules,0.895,Fatty Acyls,0.91,Fatty amides,0.644,NA,NA,Fatty amides,0.644,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,328.286,452,7.528,801747427600434200,801746919900745600,16846,NA,NA,NA,FALSE
1,C20H42N2O3,[M + H]+,C20H43N2O3+,Fatty acids,0.999,Fatty amides,0.997,N-acyl amines,0.871,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.997,"Amino acids, peptides, and analogues",0.753,Amino acids and derivatives,0.749,N-acyl-alpha amino acids,0.572,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",359.329,452,7.53,801747424962214900,801746919925911400,16907,NA,NA,NA,FALSE
1,C18H30O,[M + H3N + H]+,C18H34NO+,Terpenoids,0.81,Diterpenoids,0.454,Farnesane sesquiterpenoids,0.087,Lipids and lipid-like molecules,0.872,Prenol lipids,0.687,NA,NA,NA,NA,Prenol lipids,0.687,Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,280.264,452,7.53,801747422139446400,801746919951077200,16888,NA,NA,NA,FALSE
1,C13H32N6O4,[M + H]+,C13H33N6O4+,Carbohydrates,0.776,Nucleosides,0.691,Purine nucleosides,0.484,Organic nitrogen compounds,1,Organonitrogen compounds,1,Amines,0.966,Tertiary amines,0.411,Dialkylarylamines,0.512,"Organic compounds; Organoheterocyclic compounds; Imidazoles; Triazines; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Aminotriazines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Dialkylarylamines; 1,3,5-triazines; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",337.255,452,7.536,801747421732598700,801746919980437400,16784,NA,NA,NA,FALSE
1,C22H27ClO5,[M + K]+,C22H27ClKO5+,Polyketides,0.968,Chromanes,0.937,Azaphilones,0.944,Organoheterocyclic compounds,0.564,Azaphilones,0.615,NA,NA,NA,NA,Azaphilones,0.615,Organic compounds; Organoheterocyclic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Organochlorides; Carbonyl compounds; Azaphilones; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Alpha-haloketones; Alpha-chloroketones; Chemical entities,445.119,452,7.539,801747439872974300,801746920005603200,16935,NA,NA,NA,FALSE
1,C8H12O2,[M + H3N + H]+,C8H16NO2+,Fatty acids,0.974,Fatty Acids and Conjugates,0.804,Unsaturated fatty acids,0.877,Organic acids and derivatives,0.869,Carboxylic acids and derivatives,0.895,Carboxylic acids,0.786,NA,NA,Carboxylic acids,0.786,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,158.118,452,7.542,801747423884277900,801746920060129200,16934,NA,NA,NA,FALSE
1,C22H27ClO5,[M + Na]+,C22H27ClNaO5+,Polyketides,0.334,Steroids,0.155,Ansa macrolides,0.105,Benzenoids,0.933,Benzene and substituted derivatives,0.83,NA,NA,NA,NA,Benzene and substituted derivatives,0.83,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Alkyl chlorides; Carboxylic acid derivatives; Carboxylic acid esters; Organochlorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,429.145,453,7.542,801747429534009600,801746920114655100,16939,NA,NA,NA,FALSE
1,C20H40N2O2,[M + H]+,C20H41N2O2+,Fatty acids,0.995,Fatty amides,0.933,N-acyl ethanolamines (endocannabinoids),0.686,Lipids and lipid-like molecules,0.874,Fatty Acyls,0.871,Fatty amides,0.84,N-acyl amines,0.783,N-acyl amines,0.783,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,341.317,453,7.543,801747421715821300,801746920139820900,16947,NA,NA,NA,FALSE
1,C36H68N2O5,[M + Na]+,C36H68N2NaO5+,Fatty acids,0.951,Fatty amides,0.297,N-acyl amines,0.099,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.995,"Amino acids, peptides, and analogues",0.696,Amino acids and derivatives,0.686,Alpha amino acids and derivatives,0.577,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Tertiary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",631.506,453,7.544,801747425591361300,801746920169181e3,16932,NA,NA,NA,FALSE
1,C18H35NO3,[M + H]+,C18H36NO3+,Fatty acids,0.998,Fatty Acids and Conjugates,0.646,Nitro fatty acids,0.7,Lipids and lipid-like molecules,0.932,Fatty Acyls,0.936,Fatty acids and conjugates,0.809,Long-chain fatty acids,0.601,Long-chain fatty acids,0.601,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,314.27,453,7.544,801747424203045400,801746920194346900,16965,NA,NA,NA,FALSE
1,C9H8,[M + H]+,C9H9+,Shikimates and Phenylpropanoids,0.405,Phenylpropanoids (C6-C3),0.563,Cinnamic acids and derivatives,0.414,Benzenoids,0.997,Benzene and substituted derivatives,0.574,Styrenes,0.533,NA,NA,Styrenes,0.533,Organic compounds; Styrenes; Benzene and substituted derivatives; Benzenoids; Hydrocarbons; Olefins; Cyclic olefins; Unsaturated hydrocarbons; Aromatic hydrocarbons; Chemical entities,117.071,453,7.546,801747420826628400,801746920219512700,16952,NA,NA,NA,FALSE
1,C8H14O3,[M - H2O + H]+,C8H13O2+,Fatty acids,0.972,Fatty Acids and Conjugates,0.752,Oxo fatty acids,0.799,Organic acids and derivatives,0.869,Carboxylic acids and derivatives,0.873,Carboxylic acids,0.878,NA,NA,Carboxylic acids,0.878,Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,141.091,453,7.547,801747426400862600,801746920244678500,16897,NA,NA,NA,FALSE
1,C25H32O5,[M + H]+,C25H33O5+,Terpenoids,0.598,Steroids,0.458,Androstane steroids,0.156,Lipids and lipid-like molecules,0.702,Steroids and steroid derivatives,0.594,NA,NA,NA,NA,Steroids and steroid derivatives,0.594,Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,413.231,453,7.548,801747426266644700,801746920274038700,16971,NA,NA,NA,FALSE
1,C9H14O2,[M + H]+,C9H15O2+,Fatty acids,0.99,Fatty Acids and Conjugates,0.75,Unsaturated fatty acids,0.85,Organic acids and derivatives,0.768,Carboxylic acids and derivatives,0.793,Carboxylic acids,0.636,NA,NA,Carboxylic acids,0.636,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,155.107,453,7.553,801747426744795600,801746920328564700,16959,NA,NA,NA,FALSE
1,C18H35NO3,[M - H2O + H]+,C18H34NO2+,Fatty acids,1,Fatty Acids and Conjugates,0.871,Nitro fatty acids,0.88,Lipids and lipid-like molecules,0.967,Fatty Acyls,0.973,Fatty acids and conjugates,0.839,Long-chain fatty acids,0.736,Long-chain fatty acids,0.736,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Unsaturated fatty acids; Carboxylic acid amides; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,296.259,453,7.555,801747421199921500,801746920357924900,16962,NA,NA,NA,FALSE
1,C30H40O6,[M + H]+,C30H41O6+,Terpenoids,1,Steroids,0.991,Ergostane steroids,0.993,Lipids and lipid-like molecules,0.996,Steroids and steroid derivatives,0.993,Steroid lactones,0.928,Withanolides and derivatives,0.966,Withanolides and derivatives,0.966,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Pyrans; Ketones; Alcohols and polyols; Epoxides; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carboxylic acid derivatives; Steroid lactones; Monocarboxylic acids and derivatives; Oxosteroids; Dihydropyranones; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Withanolides and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Cyclic ketones; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities",497.291,454,7.559,801747431396281100,801746920383090700,17012,NA,NA,NA,FALSE
1,C18H35NO3,[M + Na]+,C18H35NNaO3+,Fatty acids,0.995,Fatty Acids and Conjugates,0.685,Nitro fatty acids,0.432,Lipids and lipid-like molecules,0.916,Fatty Acyls,0.929,Fatty acids and conjugates,0.593,NA,NA,Fatty acids and conjugates,0.593,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,336.251,454,7.56,801747424584727200,801746920408256500,16977,NA,NA,NA,FALSE
1,C19H40N2O3,[M + H]+,C19H41N2O3+,Fatty acids,0.999,Fatty amides,0.948,N-acyl amines,0.481,Lipids and lipid-like molecules,0.969,Fatty Acyls,0.958,Fatty amides,0.834,N-acyl amines,0.71,N-acyl amines,0.71,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Straight chain fatty acids; Unsaturated fatty acids; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,345.312,454,7.563,801747425360674300,801746920437616600,17168,NA,NA,NA,FALSE
1,C9H19NO3,[M - H2O + H]+,C9H18NO2+,Amino acids and Peptides,0.987,Small peptides,0.989,Aminoacids,0.985,Organic acids and derivatives,1,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.984,Amino acids and derivatives,0.984,Gamma amino acids and derivatives,0.562,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Gamma amino acids and derivatives; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",172.134,454,7.566,801747425553612500,801746920462782500,16984,NA,NA,NA,FALSE
1,C8H12,[M + H]+,C8H13+,Fatty acids,0.719,Fatty acyls,0.717,Hydrocarbons,0.182,Hydrocarbons,0.988,Unsaturated hydrocarbons,0.922,Olefins,0.539,NA,NA,Olefins,0.539,Organic compounds; Hydrocarbons; Olefins; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Chemical entities,109.102,454,7.569,801747420654661800,801746920487948300,17005,NA,NA,NA,FALSE
1,C18H28O3,[M + H]+,C18H29O3+,Terpenoids,0.59,Octadecanoids,0.545,Phytane diterpenoids,0.494,Lipids and lipid-like molecules,0.889,Fatty Acyls,0.675,Fatty acids and conjugates,0.626,NA,NA,Fatty acids and conjugates,0.626,Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,293.211,454,7.571,801747610392464100,801746920513114100,17002,NA,NA,NA,FALSE
1,C18H28O,[M + H3N + H]+,C18H32NO+,Fatty acids,0.782,Fatty acyls,0.739,Fatty aldehydes,0.206,Lipids and lipid-like molecules,0.782,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,0.782,Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,278.249,454,7.575,8.0174761521172006e+017,801746920563445800,16892,NA,NA,NA,FALSE
1,C18H30O2,[M + H]+,C18H31O2+,Fatty acids,1,Fatty Acids and Conjugates,0.954,Unsaturated fatty acids,0.971,Lipids and lipid-like molecules,0.988,Fatty Acyls,0.984,Lineolic acids and derivatives,0.762,NA,NA,Lineolic acids and derivatives,0.762,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,279.233,455,7.578,801747620022587e3,801746920592805900,16944,NA,NA,NA,FALSE
1,C10H12O2,[M + H]+,C10H13O2+,Terpenoids,0.714,Sesquiterpenoids,0.278,Cinnamic acids and derivatives,0.156,Organic oxygen compounds,1,Organooxygen compounds,0.999,Carbonyl compounds,0.785,NA,NA,Carbonyl compounds,0.785,Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,165.092,455,7.583,801747581690835700,801746920622166e3,17040,NA,NA,NA,FALSE
1,C14H20O2,[M + H]+,C14H21O2+,Polyketides,0.413,Sesquiterpenoids,0.134,Bisabolane sesquiterpenoids,0.063,Benzenoids,0.991,Benzene and substituted derivatives,0.966,Phenylpropanes,0.949,NA,NA,Phenylpropanes,0.949,Organic compounds; Phenols; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,221.154,455,7.584,801747583557301400,801746920647331800,17044,NA,NA,NA,FALSE
1,C9H19N,[M + H]+,C9H20N+,Alkaloids,0.877,Lysine alkaloids,0.74,Piperidine alkaloids,0.766,Organic nitrogen compounds,1,Organonitrogen compounds,1,Amines,0.939,Secondary amines,0.555,Dialkylamines,0.595,Organic compounds; Organonitrogen compounds; Dialkylamines; Amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities,142.159,455,7.586,801747425608138500,801746920672497700,17152,NA,NA,NA,FALSE
1,C15H33N3O5,[M - H2O + H]+,C15H32N3O4+,Amino acids and Peptides,0.858,Small peptides,0.868,Dipeptides,0.678,Organic acids and derivatives,0.997,Carboxylic acids and derivatives,0.992,"Amino acids, peptides, and analogues",0.838,Amino acids and derivatives,0.825,N-acyl-alpha amino acids,0.661,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",318.242,455,7.587,801747433451491600,801746920701857800,16945,NA,NA,NA,FALSE
1,C36H68N2O5,[M + Na]+,C36H68N2NaO5+,Fatty acids,1,Spingolipids,0.994,Ceramides,0.904,Lipids and lipid-like molecules,0.987,Sphingolipids,0.852,Ceramides,0.859,NA,NA,Ceramides,0.859,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,631.506,456,7.593,801747427411690400,801746920752189400,17165,NA,NA,NA,FALSE
1,C9H14O2,[M + H]+,C9H15O2+,Fatty acids,0.988,Fatty Acids and Conjugates,0.705,Unsaturated fatty acids,0.789,Organic acids and derivatives,0.711,Carboxylic acids and derivatives,0.744,Carboxylic acids,0.599,NA,NA,Carboxylic acids,0.599,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,155.107,456,7.596,801747423733282800,801746920777355300,17154,NA,NA,NA,FALSE
