row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Orbi_P_E2_EXBLANKA.mzML Peak area,Orbi_P_E2_EXBLANKB.mzML Peak area,Orbi_P_E2_EXBLANKC.mzML Peak area,Orbi_P_E2_WS03A.mzML Peak area,Orbi_P_E2_WS03B.mzML Peak area,Orbi_P_E2_WS03C.mzML Peak area,Orbi_P_E2_Wasteblank4.mzML Peak area,Orbi_P_E2_Wasteblank5.mzML Peak area,Orbi_P_E2_Wasteblank6.mzML Peak area,
15524,281.0817735387293,6.948266,,,,532,1965,[2M+Na]+,,2,15524;15484,129.04656,8594.903,10702.228,8936.919,9790.682,7526.8896,8640.333,8926.566,9501.6455,9259.56,
15532,613.4943767766902,6.948989,,,,532,1966,[2M+Na]+,,2,15532;15500,295.25221,828.7606,0,0,0,0,0,0,0,0,
15546,443.3166372815978,6.9566503,,,,491,1968,[M+H]+,,2,15546;15547,442.30928,0,0,0,3269.4185,3243.18,3079.2305,0,0,0,
15547,460.3430166776273,6.9566536,,,,491,1968,[M+NH4]+,,2,15546;15547,442.30928,0,0,0,650.576,629.018,459.85223,0,0,0,
15622,236.10519889739956,6.9591827,,,,532,1971,[M+K]+,,3,15622;15620;15621,197.14241,3279.208,45.669662,27.548016,0,0,45.072,0,37.25521,27.712042,
15557,507.3424517448606,6.961116,,,,532,1969,[M+Na]+,,2,15573;15557,484.35305,3596.7915,0,0,0,0,0,0,0,0,
15621,220.1322240801033,6.9612575,,,,532,1971,[M+Na]+,,3,15622;15620;15621,197.14241,12313.874,155.40816,69.8963,194.9526,74.668915,208.1133,59.28398,171.06186,83.4707,
15561,451.248853438271,6.9647713,,,,516,1970,[M+H-H2O]+,,4,15583;15562;15561;15576,468.2524,0,0,0,2206.1648,2100.9382,1884.4008,0,0,0,
15562,507.2156304062021,6.9647713,,,,516,1970,[M+K]+,,5,15583;15562;15561;15565;15576,468.2524,0,0,0,5112.09,4545.331,4103.197,0,0,0,
15604,415.2127301684414,6.9652414,,,,532,1973,[M+H]+,,2,15809;15604,414.20554,14722.635,10527.15,8421.705,2002.0237,495.3868,3417.0408,784.4531,2375.3613,2552.709,
15784,266.2486921893693,6.96677,,,,532,1967,[M+NH4]+,,2,15784;15553,248.21477,29632.75,1785.2086,2001.8802,0,0,0,0,0,0,
15565,469.2598178140508,6.966795,,,,516,1970,[M+H]+,,4,15583;15562;15565;15576,468.2524,0,0,0,4228.0605,3813.4321,3903.5625,0,0,0,
15573,485.3601336754902,6.9671745,,,,532,1969,[M+H]+,,2,15573;15557,484.35305,5328.7124,0,0,0,0,0,0,0,0,
15574,306.2415325929823,6.9688225,,,,532,1972,[M+Na]+,,2,15784;15574,283.25215,19905.297,1530.4766,1480.5173,0,0,0,0,0,0,
15576,491.2419413854897,6.9688725,,,,516,1970,[M+Na]+,,5,15583;15562;15561;15565;15576,468.2524,0,0,0,8934.825,7939.8574,7651.75,0,0,0,
15580,455.2797832997995,6.970902,,,,516,1974,[M+H]+,,4,15580;15585;15581;15582,454.27253,0,0,0,12016.728,12441.29,11135.848,0,0,0,
15581,472.30664380718827,6.970902,,,,516,1974,[M+NH4]+,,4,15580;15585;15581;15582,454.27253,0,0,0,22947.709,22183.93,18889.602,0,0,0,
15582,493.23580058494053,6.970902,,,,516,1974,[M+K]+,,4,15580;15585;15581;15582,454.27253,0,0,0,14369.376,13138.793,12298.105,0,0,0,
15583,486.28596025920797,6.9709034,,,,516,1970,[M+NH4]+,,5,15583;15562;15561;15565;15576,468.2524,0,0,0,6432.8022,6112.614,6184.161,0,0,0,
15585,477.26138008005665,6.9729323,,,,516,1974,[M+Na]+,,4,15580;15585;15581;15582,454.27253,0,0,0,25050.297,22815.55,21422.23,0,0,0,
15597,290.2102199688845,6.97797,,,,532,1975,[M+Na]+,,3,15591;15603;15597,267.22072,27624.275,1204.0863,933.63464,0,0,0,0,0,0,
15646,327.21737792951444,6.979442,,,,532,1977,[M+H]+,,2,15643;15646,326.21012,527.0258,41.237263,44.803047,3558.0298,2989.6802,2799.1223,52.185387,99.986984,75.75189,
15591,306.18378492412927,6.9795017,,,,532,1975,[M+K]+,,3,15591;15603;15597,267.22072,9473.808,210.90627,141.41907,0,0,0,0,0,0,
15603,268.2278073535803,6.979737,,,,532,1975,[M+H]+,,3,15591;15603;15597,267.22072,81246.664,3415.4507,3110.2598,38.07583,33.81832,33.38513,0,0,0,
15620,198.1494469104472,6.9822683,,,,532,1971,[M+H]+,,3,15622;15620;15621,197.14241,5085.5605,117.95035,288.8713,75.8177,103.035034,66.45493,118.35531,97.23141,45.844376,
15610,453.16876403359015,6.985279,,,,532,1973,[M+K]+,,2,15602;15610,414.20554,13510.841,11602.34,9761.939,1344.4075,2228.59,1778.6553,2288.9026,3174.211,1716.3446,
15809,437.19467894844126,6.9864883,,,,532,1973,[M+Na]+,,3,15809;15604;15602,414.20554,11024.306,7660.0083,6539.972,1854.9626,2198.3723,470.7696,447.00763,1107.5737,773.4601,
15588,251.20110094088457,6.99557,,,,532,1976,[M+H]+,,2,15588;15603,250.1939,4383.1504,965.76276,226.63391,1120.4044,929.935,1083.5009,572.37555,1612.7559,560.5614,
15745,288.25398257200976,6.9964128,,,,532,1980,[M+NH4]+,,3,15745;15715;15752,270.22019,1864.6571,56.80771,126.355995,98.24504,100.619125,53.807594,42.808384,53.18517,89.105415,
15579,350.2086428024445,6.9975586,,,,532,1979,[M+K]+,,3,15628;15579;15594,311.24682,113453.56,3946.2434,4291.903,102.618866,39.300804,52.74155,0,0,0,
15618,298.2752217976629,6.998225,,,,532,,,,,,,73555.336,8316.974,6063.198,48.274387,0,0,0,0,0,
15636,620.3664955616367,7.0028343,,,,532,1978,[M+NH4]+,,2,15636;15637,602.33283,0,0,0,6874.618,6749.1484,6678.2217,0,0,0,
15637,625.3222079311103,7.0028343,,,,532,1978,[M+Na]+,,2,15636;15637,602.33283,0,0,0,1576.7621,1683.4653,1653.1055,0,0,0,
15594,334.2373273212736,7.005647,,,,532,1979,[M+Na]+,,3,15628;15579;15594,311.24682,303343.6,11941.831,10851.829,128.29565,83.40367,49.086746,0,0,0,
15628,312.25413495153464,7.0060477,,,,532,1979,[M+H]+,,3,15628;15579;15594,311.24682,221290.45,12476.065,11381.154,36.972145,36.683784,89.88736,0,0,0,
15652,336.2272055901466,7.0076823,,,,532,1981,[M+K]+,,3,15652;15658;15654,297.26655,95886.14,13408.17,13916.237,32.2659,42.55674,0,35.130882,0,29.704048,
15643,349.199362327138,7.009378,,,,532,1977,[M+Na]+,,2,15643;15646,326.21012,492.02963,179.76799,69.52045,3751.4016,3103.242,3614.7927,82.75172,86.24515,152.81421,
15648,281.26780320193456,7.0134664,,,,532,,,,,,,71007.6,6458.143,4807.885,0,0,0,0,0,0,
15658,280.2638893049541,7.0135,,,,532,1981,[M+H-H2O]+,,3,15652;15658;15654,297.26655,356705.84,32880.55,35564.996,43.28645,49.863182,62.970642,0,0,0,
15732,470.29446964631677,7.0139327,,,,532,1987,[M+NH4]+,,4,15731;15740;15733;15732,452.2578,0,0,0,75647.41,71305.08,64667.02,26.682507,29.585835,0,
15666,320.2049389428318,7.0182877,,,,532,1984,[M+K]+,,3,15706;15666;15712,281.23825,6303.51,46.136,152.99367,79.92564,62.75193,92.833244,33.498974,0,0,
15752,253.21689929820636,7.0192432,,,,532,1980,[M+H-H2O]+,,2,15745;15752,270.22019,10659.629,1057.2573,1146.5884,304.68994,468.65488,152.44208,432.65204,213.4592,438.9689,
15673,374.19750901383844,7.022196,,,,532,1982,[M+NH4]+,,4,15694;15673;15684;15676,356.16341,3912.149,2943.555,3021.965,2921.3274,2144.4363,2549.7705,2709.0437,2779.0608,2812.277,
15674,119.04965970370186,7.0228696,,,,532,,,,,,,14883.587,11386.827,11851.866,11728.759,9845.847,11554.621,10994.585,11457.022,10718.573,
15676,395.12673962727695,7.022868,,,,532,1982,[M+K]+,,4,15673;15694;15684;15676,356.16341,25460.44,30152.895,30672.572,30780.133,22403.59,27543.072,30268.475,31881.08,29453.266,
15688,651.2226251233674,7.0228677,,,,532,1985,[2M+Na]+,,4,15701;15703;15707;15688,314.11634,0,0,0,374.06677,1267.7935,1002.3452,0,0,0,
15684,379.1526383723906,7.0235457,,,,532,1982,[M+Na]+,,4,15673;15694;15684;15676,356.16341,21046.402,19969.695,21585.89,21473.652,17486.111,20267.467,19747.9,21264.451,19186.668,
15680,265.2168664373678,7.023617,,,,532,1986,[M+H]+,,2,15680;15712,264.20966,5505.1304,240.65894,467.38052,1136.7878,283.6397,427.37296,523.72906,460.44788,378.3796,
15687,237.11273573205213,7.0242186,,,,532,,,,,,,31169.129,22555.725,23822.771,24180.87,18729.414,22193.17,22223.057,23304.5,21173.09,
15619,186.14942162087146,7.024799,,,,532,,,,,,,55481.918,428.09702,84.485565,67.92316,52.64398,72.010956,143.29141,55.263603,57.213158,
15694,357.17024237576356,7.024896,,,,532,1982,[M+H]+,,4,15673;15694;15684;15676,356.16341,7628.8667,6137.8555,6072.36,6229.1113,5226.0386,5701.186,5968.542,5836.105,5473.53,
15701,332.15021546841024,7.026245,,,,532,1985,[M+NH4]+,,5,15701;15703;15707;15688;15704,314.11634,25575.291,16955.6,16924.668,79314.84,128393.57,115826.8,14800.177,16451.676,17771.148,
15703,315.1234275959283,7.026912,,,,532,1985,[M+H]+,,5,15701;15703;15707;15688;15704,314.11634,24197.404,17658.494,15492.344,77994.055,127074.07,115863.37,14453.894,13892.266,12683.397,
15704,337.10539831271325,7.026912,,,,532,1985,[M+Na]+,,4,15701;15703;15707;15704,314.11634,69752.83,62827.06,55685.543,263337.03,374782.03,340913.06,44522.78,61471.348,55135.87,
15707,353.0794362720787,7.027589,,,,532,1985,[M+K]+,,5,15701;15703;15688;15707;15704,314.11634,12997.607,11385.042,9904.5205,51619.39,79540.79,72311.516,10100.217,9895.249,9577.963,
15710,105.03397437130747,7.0282645,,,,532,,,,,,,6133.6904,5640.349,4711.3784,13782.223,20561.111,21783.271,4103.574,5037.507,4866.473,
15711,149.06018204694058,7.028265,,,,532,,,,,,,59301.062,49756.38,36636.242,191482.12,302130.66,283041.94,37834.96,33549.28,40120.176,
15712,282.24354957644147,7.0288405,,,,532,1984,[M+H]+,,3,15706;15666;15712,281.23825,69600.09,2583.0576,1811.3672,0,0,0,0,0,0,
15654,320.2576301844986,7.0288925,,,,532,1981,[M+Na]+,,3,15652;15658;15654,297.26655,337240.06,37687.633,38170.133,30.46819,64.58664,0,0,0,0,
15723,561.4625794574492,7.0296035,,,,532,1990,[2M+Na]+,,4,15751;15756;15723;15738,269.23601,1035.6117,0,0,0,0,0,0,0,0,
15738,308.1981259933167,7.0303497,,,,532,1990,[M+K]+,,5,15757;15751;15723;15756;15738,269.23601,73453.664,5338.3164,4420.2705,0,75.4151,0,0,0,0,
15706,304.22592767468547,7.030834,,,,532,1984,[M+Na]+,,3,15706;15666;15712,281.23825,19433.354,724.86194,360.5716,0,0,0,0,0,0,
15715,271.2274970909546,7.032137,,,,532,1980,[M+H]+,,2,15745;15715,270.22019,9670.783,526.7428,451.70068,156.83017,181.9276,122.42884,147.69724,182.45358,208.07133,
15722,521.3586085519706,7.032871,,,,532,1988,[M+Na]+,,3,15728;15683;15722,498.36904,21772.531,259.7041,40.49084,0,0,0,0,0,0,
15731,453.2641243562655,7.032999,,,,532,1987,[M+H]+,,4,15740;15731;15733;15732,452.2578,0,0,0,15044.387,14448.888,13694.224,0,0,0,
15733,491.219776949923,7.032999,,,,532,1987,[M+K]+,,4,15731;15740;15733;15732,452.2578,0,0,0,25700.154,23328.191,21062.482,0,0,0,
15683,537.3328646164538,7.033028,,,,532,1988,[M+K]+,,3,15728;15683;15722,498.36904,6660.9824,41.0155,0,0,0,0,0,0,0,
15740,475.24629635985895,7.0350327,,,,532,1987,[M+Na]+,,4,15731;15740;15733;15732,452.2578,0,0,0,46827.766,43231.344,39669.07,0,0,0,
15653,263.23804435221194,7.035444,,,,532,1983,[M+H]+,,2,15658;15653,262.23042,23846.904,2492.613,2417.99,53.81241,26.98438,25.709742,0,0,0,
15728,499.3752974450338,7.0369067,,,,532,1988,[M+H]+,,3,15728;15683;15722,498.36904,35071.785,610.8293,481.74567,0,0,0,0,0,0,
15756,270.24343716357,7.0543394,,,,532,1990,[M+H]+,,4,15757;15723;15756;15738,269.23601,263525.12,14184.11,13398.609,249.01668,75.08076,195.1867,0,35.618423,0,
15773,338.2101120466584,7.06285,,,,532,1994,[M+K]+,,2,15791;15773,299.24748,26800.39,56.072823,0,0,0,0,0,0,0,
15830,195.13794708650374,7.0653696,,,,532,1993,[M+H]+,,2,15830;15831,194.13107,13862.317,2180.0007,921.11115,2079.5845,702.8758,7657.1484,1546.6166,550.6875,673.37695,
15751,252.23272640444162,7.065818,,,,532,1990,[M+H-H2O]+,,4,15757;15751;15723;15738,269.23601,177319.47,8358.812,8381.838,0,30.890726,33.01382,0,0,0,
15829,177.12810414260392,7.0664096,,,,532,1993,[M+H-H2O]+,,2,15829;15831,194.13107,5198.4585,135.71098,270.4821,540.8726,470.9694,235.02147,130.21082,170.09761,127.69042,
15807,455.27986029855083,7.0695853,,,,509,1995,[M+H]+,,2,15805;15807,454.27217,0,0,0,3064.566,2113.846,2319.156,0,0,0,
15780,334.2187606478132,7.069781,,,,532,1996,[M+K]+,,2,15812;15780,295.25355,25852.193,5538.315,5020.863,786.70325,692.3057,1523.7294,0,0,0,
15757,292.22543267813967,7.070303,,,,532,1990,[M+Na]+,,4,15751;15757;15756;15738,269.23601,197204.22,12367.496,11647.889,102.44278,190.21077,52.337776,0,0,0,
15831,212.1649719494494,7.0705833,,,,532,1993,[M+NH4]+,,3,15830;15829;15831,194.13107,66628.22,764.09717,224.13922,235.03323,320.48248,505.17627,117.164215,119.178665,162.20415,
15760,366.2994623053347,7.0707383,,,,532,1997,[M+Na]+,,2,15760;15865,343.31007,2878.4705,40.856552,184.86378,0,0,0,38.11647,42.559853,0,
15850,207.1383439978643,7.0718284,,,,532,2003,[M+H]+,,2,15853;15850,206.13105,1131.8177,259.14185,211.49731,199.11261,580.5566,673.4942,327.68857,495.26514,639.7594,
15805,472.30557341874936,7.073713,,,,509,1995,[M+NH4]+,,2,15805;15807,454.27217,0,0,0,20455.34,17503.316,18154.984,0,0,0,
15878,332.2030676809977,7.0769553,,,,532,2005,[M+K]+,,2,15878;15879,293.23771,62572.9,5351.362,4568.1387,87.37401,85.22186,105.88532,51.13034,0,34.71958,
15852,216.13401593310996,7.0779595,,,,532,1998,[M+Na]+,,2,15852;15851,193.14544,586.75525,0,33.13067,28.482311,0,0,0,0,0,
15791,322.23721707082103,7.0779676,,,,532,1994,[M+Na]+,,2,15791;15773,299.24748,59000.805,471.74515,59.224678,0,48.11571,33.67372,0,0,0,
15826,278.24855189061054,7.0789275,,,,532,1996,[M+H-H2O]+,,2,15812;15826,295.25355,622572.94,31420.99,30116.512,1645.358,568.3473,1639.0139,0,0,0,
15821,315.2537402354678,7.0822105,,,,532,2001,[M+H]+,,4,15823;15837;15821;15838,314.24689,1598.5181,1731.603,1766.684,2136.4236,1639.2651,1930.2743,1751.1301,1657.8306,1798.8513,
15823,359.21858113245685,7.083254,,,,532,2001,[M-H+2Na]+,,4,15823;15837;15821;15838,314.24689,402.06985,682.90924,666.1277,808.7987,715.45245,710.5248,593.23157,626.1428,664.30884,
15835,262.12096289373056,7.0842304,,,,532,1999,[M+K]+,,2,15835;15834,223.15768,6089.88,0,0,0,0,0,0,0,0,
15838,332.28044524435506,7.0847263,,,,532,2001,[M+NH4]+,,4,15823;15837;15821;15838,314.24689,9413.98,10752.363,11123.379,11942.82,8500.719,10309.108,9436.502,9326.672,10359.434,
15891,279.251303220907,7.0860214,,,,532,,,,,,,122152.984,5234.576,4912.3853,48.050575,55.402504,36.863472,0,0,0,
15847,509.2887183722178,7.0862336,,,,510,2000,[M+Na]+,,2,15858;15847,486.29936,0,0,0,1067.4521,681.79626,381.49084,0,0,0,
15858,504.3328738416274,7.088308,,,,510,2000,[M+NH4]+,,3,15858;15847;15859,486.29936,0,0,0,1259.882,1123.6266,490.6591,0,0,0,
15859,525.2627001353358,7.088308,,,,510,2000,[M+K]+,,2,15858;15859,486.29936,0,0,0,724.0968,559.03723,89.00965,0,0,0,
15834,246.1467778530966,7.0886283,,,,532,1999,[M+Na]+,,2,15835;15834,223.15768,32608.043,137.6214,35.623695,0,0,0,0,0,0,
15855,276.2327496434895,7.0892234,,,,532,,,,,,,133985.52,1916.3491,336.3422,71.40488,39.190857,58.39998,0,0,0,
15837,353.2109335350124,7.0901647,,,,532,2001,[M+K]+,,5,15848;15823;15837;15821;15838,314.24689,2097.6526,1107.0886,995.00555,1019.0109,989.3821,865.5012,1055.574,1115.9741,1038.308,
15812,318.24241448363153,7.092364,,,,532,1996,[M+Na]+,,3,15780;15812;15826,295.25355,91033.5,15536.911,15193.632,272.7079,246.18161,110.81766,0,0,0,
15851,211.17989515581905,7.093963,,,,532,1998,[M+NH4]+,,2,15852;15851,193.14544,9895.213,42.64721,0,57.378433,0,0,0,0,0,
15865,344.31717760394025,7.0996585,,,,532,1997,[M+H]+,,2,15760;15865,343.31007,4191.552,418.45538,529.9901,994.40094,881.6615,1473.484,1293.962,1145.6516,1187.0459,
15869,219.17509090803594,7.1023517,,,,503,2004,[M+H-H2O]+,,2,15884;15869,236.17841,622.11755,975.33417,1731.063,2505.0244,2413.1829,2301.1355,1652.6592,1069.7001,2567.0828,
15848,337.2353873470958,7.102746,,,,532,2001,[M+Na]+,,2,15848;15837,314.24689,118916.016,21875.84,27302.387,9648.189,6831.5674,9136.042,7575.7256,7131.674,7313.3013,
15820,261.2219955394362,7.1118817,,,,532,2002,[M+H]+,,2,15826;15820,260.21472,33094.074,1575.8123,1253.7102,49.512238,34.439102,51.796608,40.403515,22.88638,24.304781,
15902,308.1967014466778,7.112072,,,,532,2011,[M+K]+,,4,16067;15902;15914;15918,269.23551,31612.736,3158.9255,3252.5718,0,0,0,371.60077,177.37851,0,
15884,259.16766027427286,7.1135044,,,,503,2004,[M+Na]+,,2,15884;15869,236.17841,288.7596,1004.6931,1611.535,4168.666,2592.5686,2545.1614,1693.471,1307.4037,1680.3654,
15879,316.22622696820093,7.115095,,,,532,2005,[M+Na]+,,3,15878;15879;15979,293.23771,216837.69,17368.906,15466.998,50.54541,113.60413,112.622375,0,0,0,
15911,470.29538768239627,7.115841,,,,520,2008,[M+NH4]+,,2,15911;15912,452.2586,70.32626,0,0,8121.485,7820.6895,7917.121,27.2477,42.814987,0,
15899,354.2859615430126,7.11881,,,,532,,,,,,,21808.605,19907.836,20376.06,21290.611,16991.945,20443.03,17606.227,17455.268,20711.799,
15853,224.16484532080943,7.120828,,,,532,2003,[M+NH4]+,,2,15853;15850,206.13105,871.21356,0,0,0,0,0,0,0,31.284842,
15897,641.2965061554486,7.121225,,,,520,2009,[M+K]+,,3,15916;15903;15897,602.33299,0,0,0,747.85095,271.28702,443.52148,0,0,0,
15903,625.3219672470291,7.121273,,,,520,2009,[M+Na]+,,3,15916;15903;15897,602.33299,0,0,0,6129.0176,6303.7427,5740.1006,0,0,0,
15912,491.21879682551986,7.1234183,,,,520,2008,[M+K]+,,2,15911;15912,452.2586,0,0,0,2144.2568,1971.1714,1667.1013,0,0,0,
15894,382.25762728165756,7.1239834,,,,532,2012,[M+Na]+,,2,15909;15894,359.26851,7653.8057,103.749794,105.42183,0,0,0,0,0,26.674767,
15916,620.3666973769705,7.1254716,,,,520,2009,[M+NH4]+,,3,15916;15903;15897,602.33299,0,0,0,17311.629,17940.713,17011.588,0,0,0,
15914,292.225556830833,7.1276546,,,,532,2011,[M+Na]+,,4,16067;15902;15914;15918,269.23551,94151.66,10053.778,7696.291,102.44278,190.21077,55.83712,0,0,0,
15918,252.2329324392566,7.128118,,,,532,2011,[M+H-H2O]+,,3,15902;15914;15918,269.23551,169595.16,8799.406,7785.483,29.943636,30.890726,33.737957,0,0,0,
16076,338.2067353456958,7.1297073,,,,532,2019,[M+K]+,,2,16075;16076,299.24677,6507.1177,41.80749,0,0,0,0,33.580994,0,0,
15930,334.23732580524035,7.1318116,,,,532,2025,[M+Na]+,,2,15930;15995,311.24747,1201700.9,38092.98,33675.426,1393.2126,985.97534,175.8866,0,0,0,
15945,591.5110868063609,7.1345325,,,,532,2013,[M+H-H2O]+,,2,15945;15947,608.51619,4101.2275,0,0,0,0,0,0,0,0,
15909,342.2653179458335,7.134918,,,,532,2012,[M+H-H2O]+,,2,15894;15909,359.26851,2914.1624,252.5808,94.60286,168.34305,277.6022,168.50664,59.376972,57.448925,61.73262,
15995,350.2100333226287,7.1372886,,,,532,2025,[M+K]+,,3,15930;15972;15995,311.24747,390481.47,16971.463,12723.754,547.44446,293.13916,400.6266,0,0,0,
15954,258.2435432737046,7.139778,,,,532,2015,[M+H]+,,2,15954;15978,257.236,32621.115,38910.82,32379.748,34716.008,32723.21,34715.42,31001.848,32167.914,32705.809,
15970,595.5431101352964,7.140618,,,,532,2021,[2M+H]+,,3,15989;15970;15990,297.26737,16270.464,0,0,0,0,0,0,0,0,
15972,645.4843658420173,7.140618,,,,532,2025,[2M+Na]+,,3,15993;15972;15995,311.24747,6202.7007,0,0,0,0,0,0,0,0,
15981,245.22998445581055,7.140696,,,,532,,,,,,,40383.95,3487.4607,3499.9038,45.11626,47.74882,40.66371,38.258934,255.89684,45.839294,
15947,631.5072166751991,7.140777,,,,532,2013,[M+Na]+,,2,15945;15947,608.51619,23842.084,62.610947,0,0,0,0,0,0,0,
16067,270.24320100283626,7.1422563,,,,532,2011,[M+H]+,,3,16067;15902;15914,269.23551,157957.83,9817.783,8724.726,249.01668,327.86707,394.95096,27.455364,34.93425,0,
15978,280.22494981014523,7.142383,,,,532,2015,[M+Na]+,,2,15954;15978,257.236,4534.4697,2214.6982,2239.4087,3407.3938,3135.054,3414.0925,2971.0635,3106.3682,2968.448,
15979,294.2434745073977,7.142489,,,,532,2005,[M+H]+,,2,15879;15979,293.23771,1047654.4,50626.586,46163.492,2550.343,2204.6733,2116.039,0,0,0,
16021,411.1580668422143,7.1425247,,,,532,2020,[M+K]+,,2,16021;16011,372.19495,93.28283,1454.3749,369.78326,1341.458,873.2871,871.34265,1207.8132,1218.2881,973.1493,
15975,280.29635794910155,7.142878,,,,532,2017,[M+H-H2O]+,,2,15975;16003,297.29885,19876.654,1338.0842,1017.87885,0,0,0,0,0,0,
15982,343.3325954510091,7.142877,,,,532,,,,,,,88681.37,9392.048,9227.014,0,0,0,0,0,0,
15984,280.2641177579117,7.1434617,,,,532,2021,[M+H-H2O]+,,4,15984;15989;15990;15996,297.26737,3055356.8,271715.1,275636.2,1920.7499,2354.8591,2167.3503,0,0,0,
15989,320.25700703684805,7.144514,,,,532,2021,[M+Na]+,,4,15984;15970;15989;15990,297.26737,2172632.5,324729.62,325499.34,2682.6572,2982.8284,2475.0884,0,0,0,
16003,320.28727364328574,7.144907,,,,532,2017,[M+Na]+,,2,15975;16003,297.29885,8037.364,1084.9431,636.5587,0,0,0,0,0,0,
15996,617.5260364802452,7.144907,,,,532,2021,[2M+Na]+,,3,15984;15990;15996,297.26737,82059.12,3193.2256,3295.423,0,0,0,0,0,0,
15907,259.2074674273093,7.145655,,,,532,2018,[M+H-H2O]+,,2,15907;15979,276.2102,9916.849,0,28.816755,287.0816,248.69495,445.658,0,0,27.637413,
16002,521.3585468747082,7.1467075,,,,532,2026,[M+Na]+,,2,16031;16002,498.36878,9986.435,0,0,0,0,0,0,0,0,
15942,210.1857522613008,7.147142,,,,532,2023,[M+NH4]+,,2,15939;15942,192.15199,5711.4326,224.103,232.40576,0,33.359375,0,0,22.09653,0,
16015,253.12281512502008,7.148869,,,,532,2022,[M+H-H2O]+,,2,16025;16015,270.12731,455.74606,2333.7166,1968.6869,2170.285,1914.2535,2280.3008,1956.7681,2137.808,1815.369,
16011,395.1842154807284,7.1495504,,,,532,2020,[M+Na]+,,2,16021;16011,372.19495,5573.9014,9562.845,10634.699,9294.97,8088.924,9552.873,7867.704,9122.325,8941.916,
16025,293.1177393597934,7.1497965,,,,532,2022,[M+Na]+,,2,16025;16015,270.12731,217.93643,1169.777,1065.3401,1214.5525,1281.4126,1342.9529,1349.99,1131.2944,1232.3102,
16026,347.16274805334774,7.151736,,,,532,2028,[M+Na]+,,3,16022;16026;16024,324.17342,4161.3975,6584.001,5602.0195,6413.992,5817.5405,6178.9434,5954.245,6126.172,5911.757,
15939,175.14876216192522,7.1525617,,,,532,2023,[M+H-H2O]+,,2,15939;15942,192.15199,3200.3206,509.5627,345.3075,145.60931,242.64351,258.14233,118.76359,252.78558,79.8928,
15994,329.3172206635986,7.152827,,,,532,,,,,,,76050.82,9319.6875,8596.351,215.58295,96.83171,426.51328,207.44424,270.27362,246.871,
16031,499.375515483799,7.15598,,,,532,2026,[M+H]+,,2,16031;16002,498.36878,19976.938,50.9143,0,0,0,0,0,0,0,
16047,282.2436465449671,7.156685,,,,532,2030,[M+NH4]+,,2,16001;16047,264.20971,104056.57,6091.8735,4693.078,36.35638,0,0,0,0,0,
15990,336.228509017311,7.159256,,,,532,2021,[M+K]+,,5,15984;15970;15989;15990;15996,297.26737,531322.94,112914.0,114008.53,526.3411,751.953,265.99203,0,40.600914,32.395584,
16075,322.2391856541934,7.160723,,,,532,2019,[M+Na]+,,2,16075;16076,299.24677,19853.168,78.03546,44.191963,36.12909,48.11571,31.875778,0,36.615417,0,
16061,304.2257748772586,7.1651464,,,,532,2027,[M+Na]+,,2,16061;16047,281.23646,36301.047,2269.8826,1134.2053,0,0,0,0,0,0,
16024,307.1700754104375,7.1664157,,,,532,2028,[M+H-H2O]+,,2,16026;16024,324.17342,901.7488,2353.6792,2172.1963,2150.1086,1957.3851,2109.9043,2217.0486,2114.671,2397.5425,
16065,129.07039993510767,7.1665106,,,,532,,,,,,,26322.389,25641.139,23925.336,26463.46,23563.48,23882.48,23821.441,23800.08,24054.025,
16068,507.2729028390654,7.16757,,,,517,2029,[M+Na]+,,3,16055;16068;16074,484.28364,0,0,0,2474.4397,1716.9025,762.011,0,0,0,
16055,523.2466411736226,7.167623,,,,517,2029,[M+K]+,,3,16055;16068;16074,484.28364,0,0,0,1292.4934,1148.9507,129.65198,0,0,0,
16071,381.14744393714807,7.1678314,,,,532,2031,[M+K]+,,2,16095;16071,342.18431,2415.3936,5692.836,6075.9727,6424.3813,5448.716,6875.365,6763.237,6612.216,7323.4077,
15992,263.2375519817837,7.1682224,,,,532,,,,,,,191644.9,16466.615,17367.732,72.18484,86.88214,40.08703,0,0,0,
15973,277.2167970002361,7.168506,,,,,,,,,,,70712.17,2662.98,1914.2794,63871.08,63655.91,53383.152,82.67839,49.134953,45.538902,
16074,502.31757819531435,7.1700935,,,,517,2029,[M+NH4]+,,3,16055;16068;16074,484.28364,0,0,0,4003.3008,3259.7727,1493.4193,0,0,0,
16081,295.1699768337017,7.173197,,,,532,2032,[M+H-H2O]+,,3,16083;16092;16081,312.17351,9362.998,9266.631,8713.264,8824.084,9011.945,9909.068,8718.437,7955.8145,8319.123,
16082,402.35897662902295,7.1741495,,,,532,,,,,,,195771.28,178601.25,164982.05,194173.14,172889.86,189691.84,155051.88,169273.84,163274.92,
16083,335.1627322225902,7.174821,,,,532,2032,[M+Na]+,,3,16083;16081;16092,312.17351,49942.74,66163.41,60874.51,88302.8,71394.23,67026.1,87054.26,88047.48,65463.023,
16092,351.13689459042115,7.1766086,,,,532,2032,[M+K]+,,3,16083;16081;16092,312.17351,887.77844,2821.7424,2305.893,2033.9276,2067.9736,2010.9666,2760.9153,3377.534,3785.6445,
