formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C18H30O,[M - H2O + H]+,C18H29+,Fatty acids,0.866,Fatty acyls,0.717,Fatty alcohols,0.467,Lipids and lipid-like molecules,0.908,Fatty Acyls,0.590,,,,,Fatty Acyls,0.590,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,245.230,441,7.353,801747534345517297,801746918856363699,16528,
1,C18H33NO3,[M + H]+,C18H34NO3+,Fatty acids,0.982,Fatty amides,0.442,Nitro fatty acids,0.209,Lipids and lipid-like molecules,0.775,Fatty Acyls,0.795,,,,,Fatty Acyls,0.795,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,312.254,441,7.357,801747419371203870,801746918881529528,16499,
1,C19H40N2O2,[M + H]+,C19H41N2O2+,Fatty acids,1.000,Fatty amides,0.997,Primary amides,0.973,Lipids and lipid-like molecules,0.927,Fatty Acyls,0.928,Fatty amides,0.901,N-acyl amines,0.573,N-acyl amines,0.573,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,329.317,441,7.358,801747426027569285,801746918906695357,16529,
1,C18H30O,[M + H]+,C18H31O+,Fatty acids,0.949,Fatty acyls,0.926,Fatty aldehydes,0.343,Lipids and lipid-like molecules,0.712,,,,,,,Lipids and lipid-like molecules,0.712,Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,263.238,442,7.361,801747547083624522,801746918936055490,16534,
1,C18H35NO2,[M - H2O + H]+,C18H34NO+,Fatty acids,1.000,Fatty amides,0.998,Primary amides,0.997,Lipids and lipid-like molecules,0.932,Fatty Acyls,0.938,Fatty amides,0.870,,,Fatty amides,0.870,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,280.264,442,7.366,801747547427557605,801746918986387148,16531,
1,C20H42N2O2,[M + H]+,C20H43N2O2+,Fatty acids,1.000,Fatty amides,0.997,Primary amides,0.909,Lipids and lipid-like molecules,0.957,Fatty Acyls,0.954,Fatty amides,0.942,N-acyl amines,0.833,N-acyl amines,0.833,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,343.333,442,7.373,801747434793669421,801746919066078939,16538,
1,C16H33N4O,[M + K]+,C16H33KN4O+,Alkaloids,0.808,Pseudoalkaloids (transamidation),0.221,Imidazole alkaloids,0.077,Organoheterocyclic compounds,0.587,Azacyclic compounds,0.707,,,,,Azacyclic compounds,0.707,Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,336.229,443,7.375,801747419799023089,801746919091244768,16582,
1,C13H32N6O4,[M + H]+,C13H33N6O4+,Alkaloids,0.418,Histidine alkaloids,0.246,Imidazole alkaloids,0.247,Organoheterocyclic compounds,0.620,Triazines,0.373,"1,3,5-triazines",0.623,,,"1,3,5-triazines",0.623,"Organic compounds; Organoheterocyclic compounds; Ethers; Organonitrogen compounds; Organooxygen compounds; Amines; Organic oxides; 1,3,5-triazines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",337.254,443,7.379,801747418326821492,801746919166742255,16439,
1,C18H35NO3,[M + Na]+,C18H35NNaO3+,Fatty acids,0.994,Fatty amides,0.913,Primary amides,0.224,Lipids and lipid-like molecules,0.690,Fatty Acyls,0.756,Fatty amides,0.563,,,Fatty amides,0.563,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,336.251,444,7.397,801747418981133364,801746919191908084,16642,
1,C12H23NO2,[M + H]+,C12H24NO2+,Amino acids and Peptides,0.847,Small peptides,0.909,Aminoacids,0.893,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.998,"Amino acids, peptides, and analogues",0.945,Amino acids and derivatives,0.945,Amino acids,0.954,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",214.181,444,7.400,801747417106277758,801746919221268217,16650,
1,C19H37NO3,[M + H]+,C19H38NO3+,Fatty acids,1.000,Fatty amides,0.909,Nitro fatty acids,0.446,Lipids and lipid-like molecules,0.925,Fatty Acyls,0.938,Fatty acids and conjugates,0.567,Unsaturated fatty acids,0.508,Unsaturated fatty acids,0.508,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Unsaturated fatty acids; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,328.286,444,7.402,801747418679143297,801746919246434046,16597,
1,C11H18O2,[M + H3N + H]+,C11H22NO2+,Fatty acids,0.997,Fatty Acids and Conjugates,0.973,Unsaturated fatty acids,0.866,Lipids and lipid-like molecules,0.838,Fatty Acyls,0.810,Fatty acids and conjugates,0.818,Straight chain fatty acids,0.596,Straight chain fatty acids,0.596,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,200.165,446,7.426,801747420600135748,801746919296765704,16635,
1,C28H42N4O5,[M + H3N + H]+,C28H46N5O5+,Fatty acids,0.458,Fatty amides,0.441,N-acyl amines,0.269,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.989,"Amino acids, peptides, and analogues",0.756,Amino acids and derivatives,0.752,N-acyl-alpha amino acids and derivatives,0.632,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",532.349,446,7.434,801747422433047826,801746919326125837,16692,
1,C25H49NO4,[M + H]+,C25H50NO4+,Fatty acids,0.998,Fatty amides,0.855,Fatty acyl carnitines,0.372,Organic acids and derivatives,0.992,Carboxylic acids and derivatives,0.986,"Amino acids, peptides, and analogues",0.688,Amino acids and derivatives,0.686,Alpha amino acids and derivatives,0.642,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",428.375,447,7.458,801747426782544389,801746919380651799,16746,
1,C10H14O,[M - H2O + H]+,C10H13+,Terpenoids,0.921,Monoterpenoids,0.703,Pinane monoterpenoids,0.317,Lipids and lipid-like molecules,0.611,Prenol lipids,0.524,,,,,Prenol lipids,0.524,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,133.102,448,7.469,801747417504736940,801746919405817628,16778,
1,C18H35NO2,[M + K]+,C18H35KNO2+,Fatty acids,0.434,Fatty amides,0.190,Pyridine alkaloids,0.130,Benzenoids,0.864,Phenol ethers,0.554,,,,,Phenol ethers,0.554,Organic compounds; Lipids and lipid-like molecules; Alkyl aryl ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities,336.229,448,7.474,801747417831893055,801746919481315115,16837,
1,C18H28O3,[M + H]+,C18H29O3+,Fatty acids,0.992,Fatty acyls,0.216,Fatty alcohols,0.264,Lipids and lipid-like molecules,0.952,Fatty Acyls,0.878,,,,,Fatty Acyls,0.878,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,293.211,449,7.477,801747438262360702,801746919506480944,16830,
1,C36H70N2O5,[M + Na]+,C36H70N2NaO5+,Fatty acids,1.000,Spingolipids,0.998,Ceramides,0.985,Lipids and lipid-like molecules,0.994,Sphingolipids,0.926,Ceramides,0.956,,,Ceramides,0.956,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,633.520,449,7.485,801747438472076063,801746919556812602,16816,
1,C10H16O2,[M - H2O + H]+,C10H15O+,Fatty acids,0.970,Fatty acyls,0.586,Lactones,0.716,Organic acids and derivatives,0.652,Carboxylic acids and derivatives,0.648,Carboxylic acid derivatives,0.446,Carboxylic acid esters,0.502,Carboxylic acid esters,0.502,Organic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,151.113,449,7.486,801747418486205225,801746919581978431,16780,
1,C10H16O2,[M + H]+,C10H17O2+,Fatty acids,0.969,Fatty Acids and Conjugates,0.767,Unsaturated fatty acids,0.830,Organic acids and derivatives,0.721,Carboxylic acids and derivatives,0.738,Carboxylic acids,0.609,,,Carboxylic acids,0.609,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,169.123,449,7.488,801747422743426488,801746919607144260,16794,
1,C10H16O2,[M + H3N + H]+,C10H20NO2+,Fatty acids,0.866,Fatty Acids and Conjugates,0.447,Unsaturated fatty acids,0.473,Organic acids and derivatives,0.573,Carboxylic acids and derivatives,0.593,Monocarboxylic acids and derivatives,0.667,,,Monocarboxylic acids and derivatives,0.667,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,186.149,449,7.489,801747418112911786,801746919632310089,16797,
1,C18H35NO3,[M + H]+,C18H36NO3+,Fatty acids,0.959,Fatty amides,0.549,N-acyl amines,0.272,Lipids and lipid-like molecules,0.899,Fatty Acyls,0.868,Fatty amides,0.636,N-acyl amines,0.611,N-acyl amines,0.611,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,314.270,450,7.496,801747423397738282,801746919732973395,16763,
1,C9H16O,[M - H2O + H]+,C9H15+,Terpenoids,0.676,Monoterpenoids,0.742,Fatty aldehydes,0.409,Organic oxygen compounds,0.995,Organooxygen compounds,0.992,Carbonyl compounds,0.515,,,Carbonyl compounds,0.515,Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,123.117,450,7.503,801747419329260779,801746919762333528,16793,
1,C18H35NO3,[M + Na]+,C18H35NNaO3+,Fatty acids,0.995,Fatty amides,0.958,N-acyl amines,0.318,Lipids and lipid-like molecules,0.731,Fatty Acyls,0.791,Fatty amides,0.679,N-acyl amines,0.578,N-acyl amines,0.578,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; N-acyl amines; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,336.252,450,7.506,801747418804972476,801746919791693661,16758,
1,C9H16O,[M + CH2O2 + H]+,C10H19O3+,Fatty acids,0.827,Fatty acyls,0.862,Fatty aldehydes,0.396,Organic oxygen compounds,0.994,Organooxygen compounds,0.991,Carbonyl compounds,0.605,,,Carbonyl compounds,0.605,Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,187.134,451,7.515,801747421233476029,801746919816859490,16773,
1,C19H40N2O3,[M + H]+,C19H41N2O3+,Fatty acids,1.000,Fatty amides,0.996,N-acyl amines,0.759,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.992,"Amino acids, peptides, and analogues",0.748,Amino acids and derivatives,0.743,N-acyl-alpha amino acids,0.590,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",345.312,452,7.526,801747423917832377,801746919846219623,16819,
1,C18H30O,[M + H]+,C18H31O+,Fatty acids,0.965,Fatty acyls,0.945,Fatty alcohols,0.384,Lipids and lipid-like molecules,0.702,,,,,,,Lipids and lipid-like molecules,0.702,Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,263.238,452,7.526,801747423070582420,801746919871385452,16864,
1,C19H37NO3,[M + H]+,C19H38NO3+,Fatty acids,0.999,Fatty amides,0.787,Primary amides,0.449,Lipids and lipid-like molecules,0.895,Fatty Acyls,0.910,Fatty amides,0.644,,,Fatty amides,0.644,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,328.286,452,7.528,801747427600434152,801746919900745585,16846,
1,C20H42N2O3,[M + H]+,C20H43N2O3+,Fatty acids,0.999,Fatty amides,0.997,N-acyl amines,0.871,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.997,"Amino acids, peptides, and analogues",0.753,Amino acids and derivatives,0.749,N-acyl-alpha amino acids,0.572,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",359.329,452,7.530,801747424962214874,801746919925911414,16907,
1,C18H30O,[M + H3N + H]+,C18H34NO+,Terpenoids,0.810,Diterpenoids,0.454,Farnesane sesquiterpenoids,0.087,Lipids and lipid-like molecules,0.872,Prenol lipids,0.687,,,,,Prenol lipids,0.687,Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,280.264,452,7.530,801747422139446383,801746919951077243,16888,
1,C13H32N6O4,[M + H]+,C13H33N6O4+,Carbohydrates,0.776,Nucleosides,0.691,Purine nucleosides,0.484,Organic nitrogen compounds,1.000,Organonitrogen compounds,1.000,Amines,0.966,Tertiary amines,0.411,Dialkylarylamines,0.512,"Organic compounds; Organoheterocyclic compounds; Imidazoles; Triazines; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Aminotriazines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Dialkylarylamines; 1,3,5-triazines; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",337.255,452,7.536,801747421732598602,801746919980437376,16784,
1,C22H27ClO5,[M + K]+,C22H27ClKO5+,Polyketides,0.968,Chromanes,0.937,Azaphilones,0.944,Organoheterocyclic compounds,0.564,Azaphilones,0.615,,,,,Azaphilones,0.615,Organic compounds; Organoheterocyclic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Organochlorides; Carbonyl compounds; Azaphilones; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Alpha-haloketones; Alpha-chloroketones; Chemical entities,445.119,452,7.539,801747439872974296,801746920005603205,16935,
1,C8H12O2,[M + H3N + H]+,C8H16NO2+,Fatty acids,0.974,Fatty Acids and Conjugates,0.804,Unsaturated fatty acids,0.877,Organic acids and derivatives,0.869,Carboxylic acids and derivatives,0.895,Carboxylic acids,0.786,,,Carboxylic acids,0.786,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,158.118,452,7.542,801747423884277905,801746920060129167,16934,
1,C22H27ClO5,[M + Na]+,C22H27ClNaO5+,Polyketides,0.334,Steroids,0.155,Ansa macrolides,0.105,Benzenoids,0.933,Benzene and substituted derivatives,0.830,,,,,Benzene and substituted derivatives,0.830,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Alkyl chlorides; Carboxylic acid derivatives; Carboxylic acid esters; Organochlorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,429.145,453,7.542,801747429534009601,801746920114655129,16939,
1,C20H40N2O2,[M + H]+,C20H41N2O2+,Fatty acids,0.995,Fatty amides,0.933,N-acyl ethanolamines (endocannabinoids),0.686,Lipids and lipid-like molecules,0.874,Fatty Acyls,0.871,Fatty amides,0.840,N-acyl amines,0.783,N-acyl amines,0.783,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,341.317,453,7.543,801747421715821361,801746920139820958,16947,
1,C36H68N2O5,[M + Na]+,C36H68N2NaO5+,Fatty acids,0.951,Fatty amides,0.297,N-acyl amines,0.099,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.995,"Amino acids, peptides, and analogues",0.696,Amino acids and derivatives,0.686,Alpha amino acids and derivatives,0.577,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Tertiary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",631.506,453,7.544,801747425591361316,801746920169181091,16932,
1,C18H35NO3,[M + H]+,C18H36NO3+,Fatty acids,0.998,Fatty Acids and Conjugates,0.646,Nitro fatty acids,0.700,Lipids and lipid-like molecules,0.932,Fatty Acyls,0.936,Fatty acids and conjugates,0.809,Long-chain fatty acids,0.601,Long-chain fatty acids,0.601,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,314.270,453,7.544,801747424203045313,801746920194346920,16965,
1,C9H8,[M + H]+,C9H9+,Shikimates and Phenylpropanoids,0.405,Phenylpropanoids (C6-C3),0.563,Cinnamic acids and derivatives,0.414,Benzenoids,0.997,Benzene and substituted derivatives,0.574,Styrenes,0.533,,,Styrenes,0.533,Organic compounds; Styrenes; Benzene and substituted derivatives; Benzenoids; Hydrocarbons; Olefins; Cyclic olefins; Unsaturated hydrocarbons; Aromatic hydrocarbons; Chemical entities,117.071,453,7.546,801747420826628398,801746920219512749,16952,
1,C8H14O3,[M - H2O + H]+,C8H13O2+,Fatty acids,0.972,Fatty Acids and Conjugates,0.752,Oxo fatty acids,0.799,Organic acids and derivatives,0.869,Carboxylic acids and derivatives,0.873,Carboxylic acids,0.878,,,Carboxylic acids,0.878,Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,141.091,453,7.547,801747426400862583,801746920244678578,16897,
1,C25H32O5,[M + H]+,C25H33O5+,Terpenoids,0.598,Steroids,0.458,Androstane steroids,0.156,Lipids and lipid-like molecules,0.702,Steroids and steroid derivatives,0.594,,,,,Steroids and steroid derivatives,0.594,Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,413.231,453,7.548,801747426266644780,801746920274038711,16971,
1,C9H14O2,[M + H]+,C9H15O2+,Fatty acids,0.990,Fatty Acids and Conjugates,0.750,Unsaturated fatty acids,0.850,Organic acids and derivatives,0.768,Carboxylic acids and derivatives,0.793,Carboxylic acids,0.636,,,Carboxylic acids,0.636,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,155.107,453,7.553,801747426744795624,801746920328564673,16959,
