"Column1","Column2","Column3","Column4","Column5","Column6","Column7","Column8","Column9","Column10","Column11","Column12","Column13","Column14","Column15","Column16","Column17","Column18","Column19","Column20","Column21","Column22","Column23","Column24","Column25","Column26","Column27","Column28","Column29","Column30","Column31","Column32","Column33","Column34","Column35","Column36","Column37","Column38","Column39","Column40","Column41","Column42","Column43","Column44","Column45"
"10505",2.17,680.06903,"Unknown","[M-C6H10O4+H]+","adduct linked to 11141_[M+ACN+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","370.33","Orbi_P_E2_WS03C","680.06903:20369 681.07238:0 682.07574:0","",0,0,0,0,0,0,44923,37947,49133,"0","44000.9557291667","0","5649.45684362898"
"10506",3.157,680.26855,"Unknown","[M+2Na]+","adduct linked to 8263_[M-C6H10O5+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8.76","Orbi_P_E2_WS03B","680.26855:21927 681.2719:10368 682.27526:0","",0,0,0,0,0,0,43803,48788,54266,"0","48952.4505208333","0","5233.21780332732"
"10507",3.306,680.38818,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","15.49","Orbi_P_E2_WS03A","680.38818:41164 681.39153:15113 682.39489:21579","",0,0,0,0,0,0,105297,98289,91863,"0","98483.1458333333","0","6719.37737332683"
"10513",4.86,681.19653,"Unknown","[M+NH4]+","adduct linked to 10646_[M+ACN+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","28.51","Orbi_P_E2_WS03B","681.19653:82174 682.19988:0 683.20324:0","",0,0,0,0,0,0,384755,409791,381143,"0","391895.96875","0","15602.0994875352"
"10514",4.421,681.39685,"Unknown","[M+IsoProp+H]+","adduct linked to 10273_[M+Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","637.08","Orbi_P_E2_WS03B","681.39685:51710 682.4002:39809 683.40356:0","",0,0,0,0,0,0,110316,117045,117099,"0","114820.106770833","0","3900.75305555363"
"10516",5.332,682.18805,"Unknown","[M+2Na-H]+","adduct linked to 10361_[M+NH4]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","247.84","Orbi_P_E2_WS03A","682.18805:19227 683.1914:10513 684.19476:0","",0,0,0,0,0,0,59247,57378,61233,"0","59285.8424479167","0","1927.49083317194"
"10520",3.2,682.40271,"Unknown","[M+NH4]+","adduct linked to 10541_[M+Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","20.09","Orbi_P_E2_WS03C","682.40271:74659 683.40606:27195 684.40942:11264","",0,0,0,0,0,0,185153,196839,196212,"0","192734.640625","0","6573.36810741912"
"10525",3.595,684.26428,"Unknown","[M+2K-H]+","adduct linked to 9914_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","328.7","Orbi_P_E2_WS03A","684.26428:17288 685.26763:10390 686.27099:0","",0,0,0,0,0,0,54385,42381,49774,"0","48846.4505208333","0","6055.47603331785"
"10527",3.682,684.4328,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.66","Orbi_P_E2_WS03B","684.4328:25916 685.43615:12855 686.43951:4185","",0,0,0,0,0,0,60174,64412,56393,"0","60326.3450520833","0","4011.72837463536"
"10536",4.303,686.32239,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","249.46","Orbi_P_E2_WS03B","686.32239:40574 687.32574:19727 688.3291:0","",0,0,0,0,0,0,95190,106048,98774,"0","100003.752604167","0","5532.5594174984"
"10542",2.946,688.271,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","344.17","Orbi_P_E2_WS03A","688.271:27341 689.27435:9007 690.27771:0","",0,0,0,0,0,0,70958,54794,53971,"0","59907.828125","0","9578.82231388466"
"10543",2.804,688.27448,"Unknown","[M+2K-H]+","adduct linked to 9577_[M+H-2H2O]+; adduct linked to 10638_[M+K]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","177","Orbi_P_E2_WS03B","688.27448:18940 689.27783:6649 690.28119:0","",0,0,0,0,0,0,32416,45874,30428,"0","36239.486328125","0","8403.08393927096"
"10545",4.142,688.39178,"Unknown","[M-C6H10O5+H]+","adduct linked to 11142_[M+NH4]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.22","Orbi_P_E2_WS03B","688.39178:11932 689.39513:7384 690.39849:0","",0,0,0,0,0,0,22630,25276,17242,"0","21715.7799479167","0","4093.898178112"
"10554",4.402,689.24365,"Unknown","[M+2ACN+H]+","adduct linked to 9897_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","581.79","Orbi_P_E2_WS03C","689.24365:84317 690.247:38046 691.25036:0","",0,0,0,0,0,0,243273,230457,283599,"0","252442.9375","0","27732.7463657903"
"10555",4.05,689.24475,"Unknown","[M+2ACN+H]+","adduct linked to 9979_[M+Li]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","256.72","Orbi_P_E2_WS03B","689.24475:13420 690.2481:8370 691.25146:0","",0,0,0,0,0,0,24693,31268,31248,"0","29069.490234375","0","3790.51106571615"
"10556",4.313,689.29797,"Unknown","[2M+H]+","adduct linked to 1351_[M-C6H8O6+H]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.94","Orbi_P_E2_WS03B","689.29797:12869 690.30132:0 691.30468:0","",0,0,0,0,0,0,27893,29732,16166,"0","24597.2998046875","0","7359.08037699535"
"10565",2.956,691.10388,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","465.07","Orbi_P_E2_WS03C","691.10388:25969 692.10723:9359 693.11059:17940","",0,0,0,0,0,0,67232,63212,72642,"0","67695.1380208333","0","4732.06574957715"
"10570",3.235,692.26923,"Unknown","[M-C6H10O5+H]+","adduct linked to 11230_[M+ACN+Na]+; adduct linked to 10300_[M+K]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","222.64","Orbi_P_E2_WS03A","692.26923:12027 693.27258:7053 694.27594:0","",0,0,0,0,0,0,31698,23947,19418,"0","25021.0846354167","0","6209.91385200944"
"10577",3.41,693.27942,"Unknown","[M+Li]+","adduct linked to 10817_[M+ACN+Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","49.38","Orbi_P_E2_WS03A","693.27942:95049 694.28277:41765 695.28613:10140","",0,0,0,0,0,0,305473,306599,271012,"0","294361.21875","0","20228.447768189"
"10580",3.456,694.36731,"Unknown","[2M+ACN+H]+","adduct linked to 6279_[M+K]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1852.95","Orbi_P_E2_WS03A","694.36731:139539 695.37066:57649 696.37402:57919","",0,0,0,0,0,0,354571,379174,321579,"0","351774.947916667","0","28899.0431071704"
"10581",6.505,694.40314,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","141.99","Orbi_P_E2_WS03B","694.40314:25785 695.40649:10641 696.40985:0","",12071,0,0,0,0,0,54365,73915,54829,"2011.86783854167","61036.2552083333","4928.04963434318","11155.5559448692"
"10582",6.742,694.40332,"Unknown","[M+2K-H]+","adduct linked to 8010_[M-C6H10O5+H]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4969.65","Orbi_P_E2_WS03A","694.40332:707455 695.40667:342080 696.41003:88582","73.57217:3562 81.07053:15968 91.03969:22094 121.10157:13533 133.1013:3990 163.05997:12120 187.14806:6626",0,0,0,0,0,0,2124687,2374917,1958744,"0","2152782.66666667","0","209504.562899047"
"10583",6.58,694.40375,"Unknown","[M+NH4]+","adduct linked to 10612_[M+Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","754.64","Orbi_P_E2_WS03B","694.40375:120172 695.4071:48538 696.41046:9835","",12071,0,0,0,0,0,332641,363741,299867,"2011.86783854167","332083.333333333","4928.04963434318","31940.577805805"
"10585",3.287,695.29572,"Unknown","[2M+H]+","adduct linked to 10816_[2M+3H2O+2H]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10.31","Orbi_P_E2_WS03B","695.29572:16254 696.29907:6464 697.30243:0","",0,0,1384,0,0,0,47583,54494,44155,"230.695332845052","48744.16796875","565.085851511906","5266.45207122141"
"10586",0.525,696.24634,"Unknown","[2M+ACN+Na]+","adduct linked to 4981_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1542.61","Orbi_P_E2_WS03B","696.24634:117356 697.24969:65556 698.25305:0","",0,0,0,0,2130,0,182439,199462,191384,"354.944498697917","191094.78125","869.432908817864","8515.0937294712"
"10587",3.346,696.38281,"Unknown","[M+ACN+H]+","adduct linked to 10576_[M+K]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1446.05","Orbi_P_E2_WS03A","696.38293:197928 697.38628:88875 698.38964:24348","61.09161:6487 127.03901:8564 273.22186:4945",1522,0,0,0,0,1540,516527,558883,501119,"510.322387695313","525509.375","790.609294393152","29911.1947303395"
"10588",7.21,696.41986,"Unknown","[M+ACN+Na]+","adduct linked to 10198_[M+H]+; similar chromatogram in higher mz_10627","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","593.94","Orbi_P_E2_WS03B","696.41986:87018 697.42321:36436 698.42657:0","",0,0,0,0,0,0,240495,243933,197092,"0","227173.296875","0","26107.7360042868"
"10598",4.892,698.18182,"Unknown","[M+2K-H]+","adduct linked to 10640_[M+2ACN+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","153.2","Orbi_P_E2_WS03C","698.18182:33435 699.18517:0 700.18853:0","",0,0,0,0,0,0,96587,107793,95470,"0","99950.1145833333","0","6815.34512591425"
"10599",4.835,698.18298,"Unknown","[M+2Na]+","adduct linked to 8770_[M+Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","164.58","Orbi_P_E2_WS03A","698.18298:25020 699.18633:10827 700.18969:0","",0,0,0,0,0,0,52287,46920,58809,"0","52672.1315104167","0","5953.9582757514"
"10600",4.447,698.18561,"Unknown","[M+2Na-H]+","adduct linked to 10453_[M+NH4]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","242.72","Orbi_P_E2_WS03C","698.18561:25869 699.18896:0 700.19232:0","",0,0,0,0,0,0,53469,47824,77140,"0","59477.796875","0","15554.433397006"
"10601",4.38,698.18835,"Unknown","[M+H+NH4]+","adduct linked to 10792_[M+ACN+Na]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.73","Orbi_P_E2_WS03A","698.18835:18343 699.1917:6856 700.19506:0","",0,0,0,0,0,0,39943,39098,38940,"0","39326.9309895833","0","539.234636484349"
"10602",2.009,698.23193,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.09","Orbi_P_E2_WS03A","698.23193:16513 699.23528:0 700.23864:0","",0,0,0,0,0,0,56636,54464,37485,"0","49528.17578125","0","10486.4437625013"
"10611",6.744,699.35858,"Unknown","[2M+K]+","adduct linked to 5372_[M+H]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","123.37","Orbi_P_E2_WS03A","699.35858:287963 700.36193:128603 701.36529:33013","60.96304:4789 114.16795:3309 226.58058:4070 537.30475:24189",0,0,0,0,0,0,821753,821364,705041,"0","782719.583333333","0","67271.8538162023"
"10617",2.58,700.28296,"Unknown","[M+CH3OH+H]+","adduct linked to 8558_[M-C6H8O6+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","18.13","Orbi_P_E2_WS03B","700.28296:66589 701.28631:33932 702.28967:0","",0,0,0,0,0,0,227626,223943,196045,"0","215871.229166667","0","17268.5658480043"
"10619",4.498,700.33905,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.91","Orbi_P_E2_WS03B","700.33905:38826 701.3424:18535 702.34576:10430","",0,0,0,0,0,0,103404,106852,102083,"0","104113.1640625","0","2462.46787468883"
"10626",3.35,701.3382,"Unknown","[M+ACN+Na]+","adduct linked to 10226_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.11","Orbi_P_E2_WS03B","701.3382:67007 702.34155:32216 703.34491:0","",0,0,0,0,0,0,140649,160683,137179,"0","146170.5625","0","12687.4088466938"
"10627",7.208,701.37604,"Unknown","[2M+H]+","adduct linked to 6893_[M+ACN+2H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10.33","Orbi_P_E2_WS03B","701.37604:36988 702.37939:10116 703.38275:0","",0,0,0,0,0,0,98606,94747,86052,"0","93134.9192708333","0","6430.09098232956"
"10631",2.358,702.29932,"Unknown","[M+H-2H2O]+","adduct linked to 9439_[M-C6H8O6+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.96","Orbi_P_E2_WS03A","702.29932:18842 703.30267:9805 704.30603:0","",0,0,0,0,0,0,43007,41156,41346,"0","41836.546875","0","1018.36675828769"
"10638",2.798,704.26971,"Unknown","[M+K]+","adduct linked to 10543_[M+2K-H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10.33","Orbi_P_E2_WS03B","704.26971:26872 705.27306:10244 706.27642:0","",0,0,0,0,0,0,68905,74667,64130,"0","69234.1692708333","0","5275.78381534842"
"10639",2.304,704.31537,"Unknown","[M+NH4]+","adduct linked to 10664_[M+Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","242.35","Orbi_P_E2_WS03A","704.31537:18531 705.31872:8592 706.32208:0","",0,0,0,0,0,0,46397,40061,40158,"0","42205.2057291667","0","3630.74954858511"
"10640",4.897,704.38922,"Unknown","[M+2ACN+H]+","adduct linked to 10598_[M+2K-H]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","149.29","Orbi_P_E2_WS03B","704.38922:22792 705.39257:0 706.39593:0","",0,0,0,0,0,0,32904,47934,36687,"0","39174.8841145833","0","7817.56542511992"
"10654",4.408,707.21564,"Unknown","[M+ACN+H]+","adduct linked to 10422_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.58","Orbi_P_E2_WS03C","707.21564:45446 708.21899:0 709.22235:0","",0,0,0,0,0,0,122934,133239,153093,"0","136422.145833333","0","15329.5133384251"
"10657",3.842,707.29767,"Unknown","[M+ACN+Na]+","adduct linked to 10122_[M+H-H2O]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.14","Orbi_P_E2_WS03B","707.29767:11651 708.30102:5212 709.30438:0","",0,0,0,0,0,0,29612,34739,23240,"0","29196.837890625","0","5760.79775749581"
"10666",5.312,710.39783,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","794.15","Orbi_P_E2_WS03B","710.39783:52523 711.40118:26003 712.40454:0","",0,0,0,0,0,0,169401,174813,178401,"0","174205.177083333","0","4530.70439401972"
"10667",5.373,710.39789,"Unknown","[M+NH4]+","adduct linked to 10686_[M+Na]+; adduct linked to 10479_[M+H-H2O]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1248.39","Orbi_P_E2_WS03B","710.39789:64853 711.40124:35132 712.4046:0","",0,0,0,0,0,0,177649,203963,191557,"0","191056.75","0","13164.0650714111"
"10670",3.691,711.32556,"Unknown","[M+IsoProp+Na+H]+","adduct linked to 9738_[M+H-2H2O]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","447.18","Orbi_P_E2_WS03A","711.32556:80906 712.32891:43296 713.33227:7217","",0,0,0,0,0,0,207606,171262,182135,"0","187000.765625","0","18654.0514236679"
"10672",3,712.37708,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","219.54","Orbi_P_E2_WS03B","712.37708:30911 713.38043:16364 714.38379:0","",0,0,0,0,0,0,71502,77164,70540,"0","73068.4609375","0","3578.87319129023"
"10673",4.425,712.39325,"Unknown","[M+K]+","adduct linked to 7017_[M+3ACN+2H]2+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","217.43","Orbi_P_E2_WS03B","712.39325:30840 713.3966:13580 714.39996:0","",0,0,0,0,0,0,73195,83046,81528,"0","79256.3307291667","0","5303.47006336153"
"10676",3.731,713.39032,"Unknown","[M+DMSO+H]+","adduct linked to 10217_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","101.48","Orbi_P_E2_WS03A","713.39032:19888 714.39367:0 715.39703:0","",0,0,0,0,0,0,42089,37245,30216,"0","36516.7662760417","0","5969.8477390861"
"10679",3.777,714.17737,"Unknown","[M+CH3OH+H]+","adduct linked to 10517_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","242.59","Orbi_P_E2_WS03C","714.17737:13252 715.18072:0 716.18408:0","",0,0,0,0,0,0,39715,33206,49625,"0","40848.74609375","0","8268.11077197724"
"10680",4.511,714.31824,"Unknown","[M+DMSO+H]+","adduct linked to 10218_[M+H]+; adduct linked to 10341_[M+H-H2O]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","184.46","Orbi_P_E2_WS03B","714.31824:27902 715.32159:18570 716.32495:6645","",0,0,0,0,0,0,73624,81936,75947,"0","77169.0729166667","0","4288.74193207573"
"10681",4.714,714.40771,"Unknown","[M+H]+","","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.74","Orbi_P_E2_WS03B","714.40771:11670 715.41106:0 716.41442:0","",0,0,0,0,0,0,16204,23304,15879,"0","18462.2568359375","0","4196.07652679755"
"10688",2.677,716.25684,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","415.08","Orbi_P_E2_WS03A","716.25684:22185 717.26019:10168 718.26355:0","",0,0,0,0,0,0,61351,61112,54934,"0","59132.4674479167","0","3637.58280810157"
"10689",4.423,716.33533,"Unknown","[2M+ACN+Na]+","adduct linked to 975_[M-C6H8O6+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.07","Orbi_P_E2_WS03A","716.33533:52614 717.33868:28265 718.34204:52540","",0,0,0,0,0,0,142278,138680,126199,"0","135719.354166667","0","8438.55679732113"
"10699",3.04,718.28387,"Unknown","[M+IsoProp+H]+","adduct linked to 10787_[M+IsoProp+Na+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1074.65","Orbi_P_E2_WS03C","718.28387:56726 719.28722:30946 720.29058:8546","",0,0,0,0,0,0,136385,136707,142222,"0","138437.703125","0","3280.96028914483"
"10709",5.57,720.44635,"Unknown","[M-C6H8O6+H]+","adduct linked to 11315_[M+IsoProp+Na+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","13.72","Orbi_P_E2_WS03B","720.44635:58280 721.4497:22193 722.45306:0","",0,0,0,0,0,0,166018,166792,150827,"0","161212.057291667","0","9002.31795251355"
"10714",3.936,721.33929,"Unknown","[M+K]+","adduct linked to 10837_[M+2K-H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","43.95","Orbi_P_E2_WS03B","721.33929:213173 722.34264:92191 723.346:28886","",0,0,0,0,0,0,728209,835394,783309,"0","782304.1875","0","53599.3812118841"
"10717",1.846,722.19391,"Unknown","[2M+NH4]+","adduct linked to 5978_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","686.3","Orbi_P_E2_WS03C","722.19391:49604 723.19726:20952 724.20062:0","",0,0,0,0,0,0,405334,361476,334992,"0","367267.260416667","0","35526.6379148457"
"10718",1.675,722.19482,"Unknown","[M+NH4]+","adduct linked to 10734_[M+Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1492.94","Orbi_P_E2_WS03C","722.19482:77003 723.19817:30040 724.20153:36128","",0,0,0,0,0,0,380298,427660,402666,"0","403541.395833333","0","23693.0885492432"
"10726",5.137,724.29187,"Unknown","[2M+3H2O+2H]+","adduct linked to 6342_[M+3Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.18","Orbi_P_E2_WS03B","724.29187:20102 725.29522:0 726.29858:0","",0,0,0,0,0,0,48349,48190,40742,"0","45760.4361979167","0","4346.9089837162"
"10729",3.731,725.29736,"Unknown","[M+H-2H2O]+","adduct linked to 10902_[M+NH4]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8.58","Orbi_P_E2_WS03C","725.29736:18519 726.30071:0 727.30407:0","",0,0,0,0,0,0,35600,34657,39233,"0","36496.6263020833","0","2416.60288191216"
"10730",3.523,725.30444,"Unknown","[M-C6H10O4+H]+","adduct linked to 11113_[M+H-H2O]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.61","Orbi_P_E2_WS03A","725.30444:21464 726.30779:0 727.31115:0","",0,0,0,0,0,0,63329,53748,46343,"0","54473.1419270833","0","8516.07055798452"
"10733",1.899,726.22522,"Unknown","[M+H]+","adduct linked to 10661_[M+H-H2O]+","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","307.76","Orbi_P_E2_WS03B","726.22522:15388 727.22857:0 728.23193:0","",0,0,0,0,0,0,51199,72120,48720,"0","57346.5677083333","0","12854.3415405416"
"10745",2.864,730.29364,"Unknown","[M+2ACN+H]+","adduct linked to 10352_[M+Li]+","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.75","Orbi_P_E2_WS03B","730.29364:10598 731.29699:0 732.30035:0","",0,0,0,0,0,0,15128,24707,18975,"0","19603.4443359375","0","4820.62807349729"
"10746",4.086,730.31305,"Unknown","[2M+ACN+Na]+","adduct linked to 5921_[M+NH4]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","45.55","Orbi_P_E2_WS03B","730.31305:80991 731.3164:32266 732.31976:29544","",0,0,0,0,1255,0,265926,289778,240621,"209.198364257813","265441.708333333","512.429247456531","24582.4103818557"
"10752",3.955,732.32843,"Unknown","[2M+3H2O+2H]+","adduct linked to 5579_[M+H]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1643.5","Orbi_P_E2_WS03A","732.32849:2400108 733.33184:1116762 734.3352:386702","53.17467:3220 65.03951:4480 67.05512:46367 153.09195:4279 211.11139:4611 239.17929:8105 249.16344:7250 289.1958:8352 363.12637:90658 409.27472:13968",0,0,0,0,0,0,7528368,8202856,8014448,"0","7915223.66666667","0","348019.699132223"
"10754",3.955,732.46204,"Unknown","[M+H]+","adduct linked to 10827_[M+Na]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.6","Orbi_P_E2_WS03B","732.46204:16699 733.46539:0 734.46875:0","",0,0,0,0,0,0,27799,36687,37099,"0","33861.4986979167","0","5254.60263066321"
"10759",3.7,733.30127,"Unknown","[M+H]+","","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.32","Orbi_P_E2_WS03A","733.30127:20652 734.30462:0 735.30798:0","",0,0,0,0,0,0,73827,64773,55210,"0","64603.3294270833","0","9309.89160299848"
"10762",4.739,734.32434,"Unknown","[M-C6H10O5+H]+","adduct linked to 11319_[2M+K]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.26","Orbi_P_E2_WS03B","734.32434:19624 735.32769:10842 736.33105:0","",0,0,0,0,0,0,43513,47694,42427,"0","44544.8190104167","0","2780.91278787225"
"10768",2.358,736.32837,"Unknown","[2M+ACN+H]+","adduct linked to 8239_[M+3ACN+2H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","140.42","Orbi_P_E2_WS03B","736.32837:23654 737.33172:6773 738.33508:0","",0,0,0,0,0,0,45088,59584,46724,"0","50465.4622395833","0","7939.3952560375"
"10775",3.614,737.33405,"Unknown","[M+Li]+","adduct linked to 10968_[M+ACN+Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","884.61","Orbi_P_E2_WS03B","737.33405:130192 738.3374:67392 739.34076:21982","",0,0,0,0,0,0,599074,598052,558396,"0","585174.041666667","0","23195.720988937"
"10777",0.554,738.15283,"Unknown","[M+H]+","adduct linked to 9575_[M-C6H10O5+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","13541.16","Orbi_P_E2_WS03C","738.15283:748153 739.15618:568413 740.15954:164583","",0,0,0,0,0,0,1460598,1494807,1743434,"0","1566279.95833333","0","154370.725451566"
"10778",1.688,738.19128,"Unknown","[M+NH4]+","adduct linked to 10734_[M+Na]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","285.45","Orbi_P_E2_WS03B","738.19128:15479 739.19463:0 740.19799:15088","",0,0,0,0,0,0,65872,80235,78577,"0","74894.46875","0","7857.63281956077"
"10779",2.594,738.22705,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","211.24","Orbi_P_E2_WS03B","738.22705:16478 739.2304:6154 740.23376:0","",0,0,0,0,0,0,34667,41379,34446,"0","36830.80078125","0","3940.7850792801"
"10780",3.122,738.31976,"Unknown","[M+H]+","adduct linked to 11041_[M+2ACN+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.39","Orbi_P_E2_WS03B","738.31976:27925 739.32311:10174 740.32647:0","",2146,0,0,0,0,0,68951,88936,82626,"357.743245442708","80170.7864583333","876.288410261879","10215.7535119767"
"10787",3.066,741.27484,"Unknown","[M+IsoProp+Na+H]+","adduct linked to 10699_[M+IsoProp+H]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","135.46","Orbi_P_E2_WS03B","741.27484:15656 742.27819:8998 743.28155:4155","",0,0,0,0,0,0,43143,37303,34460,"0","38301.9479166667","0","4426.56345287108"
