"Feature","mz","rt","Orbi_P_E2_EXBLANKA","Orbi_P_E2_EXBLANKB","Orbi_P_E2_EXBLANKC","Orbi_P_E2_Wasteblank4","Orbi_P_E2_Wasteblank5","Orbi_P_E2_Wasteblank6","Orbi_P_E2_WS03A","Orbi_P_E2_WS03B","Orbi_P_E2_WS03C"
"2067",201.11322,11.649,272038,165157,366127,185193,184588,294611,499829,326989,188531
"2068",201.12354,0.802,0,1865,0,0,2348,0,35360,17142,42854
"2069",201.14893,4.948,111141,85897,110753,115316,94734,117234,134336,118925,148435
"2070",201.16029,2.627,98288,16063,12316,2655,2769,1716,1483,3972,0
"2071",201.23294,11.646,957386,886776,1091309,972166,923084,1005800,986813,900466,931484
"2072",201.97597,11.667,258730,169398,279783,265767,219955,167556,66792,303511,153393
"2073",202.01353,11.659,8952,16783,10747,101119,29125,26621,0,120315,30065
"2074",202.05377,2.854,0,0,0,0,0,0,149255,144890,90320
"2075",202.06897,0.476,8644,1732,7048,1951,1716,2165,2466289,2487366,2270878
"2076",202.08661,2.594,0,0,0,0,0,0,248730,269186,275982
"2077",202.10782,1.032,109262,93282,120223,114705,148994,107359,1143795,1144337,1011057
"2078",202.10799,1.845,673364,160187,210410,115281,209790,93278,567690,702599,414002
"2079",202.10799,8.167,84307,61373,70969,95513,104017,82103,133022,114513,122082
"2080",202.10815,1.749,443349,107051,152886,79270,115457,122632,169431,143864,123674
"2081",202.10826,11.643,72825,91108,97958,146625,311019,249169,351648,182439,276297
"2082",202.14398,0.811,72062,69872,37888,99565,53844,37521,316852,292951,362064
"2083",202.14401,1.405,105105,80530,71179,62988,66655,102722,778752,810854,745871
"2084",202.14438,7.362,704663,208881,198303,74231,79824,99244,96971,48614,57652
"2085",202.14439,6.449,581440,94063,206286,61668,36803,93889,112718,53696,94832
"2086",202.14441,5.627,579615,96808,115863,86368,61498,86119,115479,115494,74870
"2087",202.14441,5.695,615560,148520,157873,79511,114200,61599,94721,69486,63909
"2088",202.14442,2.493,710160,72153,76310,44147,48177,89938,62911,118131,85801
"2089",202.14444,2.562,4083189,219142,257844,81269,29403,89552,148104,75375,110950
"2090",202.14444,6.955,815499,132222,112172,107916,144414,50051,154627,116025,161332
"2091",202.14445,2.645,1215076,101484,128028,69479,67424,49204,58145,119100,141953
"2092",202.14447,3.349,2839900,518526,540554,403636,318665,309294,381418,400701,363150
"2093",202.14456,3.823,9206992,1794639,1851172,310905,317931,279962,275785,443341,345178
"2094",202.14456,4.618,405040,96201,86433,78869,57225,76854,90474,89045,97113
"2095",202.18045,0.978,99445,39966,28473,21439,27811,21270,362497,403637,376078
"2096",202.18073,0.584,9886679,625004,721603,76643,24183,66654,399755,403044,419117
"2097",202.18079,0.808,4911139,304122,346125,45466,41621,40450,143447,179458,200141
"2098",202.18095,3.981,323529,115270,94064,69963,67297,71231,96187,82048,58693
"2099",202.21725,4.583,260158,253924,495811,448631,302459,314524,430306,326137,320405
"2100",202.21742,4.992,152290,54832,78918,92713,18407,72319,72650,63018,73203
"2101",202.95497,0.541,129249,196674,245331,239766,296865,267511,12504,0,16616
"2102",202.98813,0.815,100953,151720,121627,112948,123224,139300,109017,83527,119080
"2103",202.99652,11.663,1077236,1111372,1308070,1168596,1139115,1057713,931589,1351762,1237806
"2104",203.00676,0.413,30207,36486,7260,17737,16366,33911,121012,137080,123387
"2105",203.05269,1.376,242568,438059,231940,154098,253731,327174,1058156,1363916,1271067
"2106",203.05278,0.529,580745,1388505,999748,561365,656030,493529,43685816,40922668,43962560
"2107",203.05281,1.857,112806,95364,148830,79055,88407,98792,797706,468378,718769
"2108",203.05292,0.814,784474,963321,839273,1173910,948307,855449,5459621,6402300,7138286
"2109",203.05295,1.045,460953,385548,424601,181468,338637,115662,1606730,1461015,434034
"2110",203.10464,5.426,1766,1830,4592,1431,1359,1888,80105,88731,97513
"2111",203.12949,11.649,219850,191509,248072,273927,174851,221541,147276,188712,180488
"2112",203.13968,0.581,0,2607,1985,2271,0,1438,5095,53858,13451
"2113",203.15068,0.506,0,0,1985,1663,0,0,1342388,1478087,1486741
"2114",203.17606,3.06,738766,34861,89796,0,0,0,1146,0,0
"2115",203.92018,0.418,0,1610,1707,1384,3112,1772,66217,97130,84331
"2116",203.93907,0.539,209247,288425,376394,364650,434765,388807,20686,15275,18926
"2117",203.93951,0.803,144973,191968,167567,94729,174160,185284,65069,83941,87124
"2118",203.97174,11.759,37720,41306,57474,48826,59628,41985,57199,40964,49149
"2119",203.98318,0.518,124934,73009,2481,92950,12018,30896,142757,126927,115434
"2120",204.01953,0.598,112372,101046,89082,92899,105033,113333,59348,14919,96531
"2121",204.0426,1.38,0,0,0,0,0,0,129978,143353,125892
"2122",204.06587,2.989,0,0,0,1304,0,1046,97752,105166,132264
"2123",204.0873,10.756,84112,88549,92943,107798,79391,74452,102079,95634,66212
"2124",204.08784,9.432,65568,79594,95846,86323,86012,78298,84942,92415,85824
"2125",204.08784,10.288,123291,104802,153373,100457,110792,123567,107132,140686,110172
"2126",204.1026,3.751,0,1170,0,0,0,3883,35695,34189,30931
"2127",204.12332,0.81,128628,85110,85196,77930,130328,83238,202546,168936,249246
"2128",204.12347,0.586,134692,102345,147309,128351,156910,152053,451154,465680,441815
"2129",204.12355,2.845,72417,159160,157581,192792,171595,138829,151591,129223,290971
"2130",204.12376,1.945,1324442,212510,197067,51243,58687,30080,81111,60574,48923
"2131",204.12379,1.787,658105,94142,144650,36029,57134,34096,119893,57455,52980
"2132",204.12386,1.606,252859,46204,77817,41580,46108,47909,44161,74495,120886
"2133",204.15974,1.731,3533,2255,2362,5203,4304,5043,104467,105915,105976
"2134",204.15985,1.535,12945,6566,5391,1661,1464,1578,588481,591963,549149
"2135",204.16023,3.911,292116,24198,9076,7299,9332,18976,12569,18495,24568
"2136",204.95724,11.648,316685,307696,260153,365504,280064,307233,222818,360887,313115
"2137",204.9574,0.466,493883,537909,488852,461972,495663,488914,865988,1188380,1010168
"2138",204.992,11.663,362168,405307,395522,360161,303540,272601,327128,357973,411435
"2139",205.08624,8.186,1851188,1764171,1893593,1788340,1791656,1836216,1842945,1859948,2035727
"2140",205.08664,8.325,1612310,1621322,1242449,1238080,1267090,1272773,1423698,1577007,1724392
"2141",205.08699,2.533,105247,11975,17743,17449,16866,3976,9060,9044,31863
"2142",205.09741,1.823,19668,20060,27523,13935,7773,26555,64351156,68807968,61000496
"2143",205.09743,2.253,2418,3296,1448,3509,2095,2495,180584,201927,206866
"2144",205.10107,5.96,15184,34384,13469,10655,18405,14551,82004,46913,19263
"2145",205.10167,4.866,4032,11095,2346,9618,6129,3678,34251,86460,78780
"2146",205.10867,11.647,530883,374200,658764,401372,570730,597310,387357,627899,541442
"2147",205.12265,1.895,110355,5243,2202,5348,2146,0,250741,253338,245730
"2148",205.12276,2.061,3397,3699,3812,3362,1802,0,321057,322135,282016
"2149",205.12283,5.955,105932,6244,6735,5905,13348,2717,19340,22371,24160
"2150",205.14433,5.155,59474,72014,62777,104422,74978,70454,60546,56491,72918
"2151",205.15538,2.257,119737,1428,1931,1310,4871,1397,2351,2138,1972
"2152",205.15938,7.626,88841,16994,33976,6340,4857,6966,61992,54181,85740
"2153",205.19563,6.973,78049,5777,3397,1470,1837,1409,8346,0,2116
"2154",205.19586,6.744,153418,9368,5722,0,1715,0,1453,0,5412
"2155",205.95125,0.733,0,3334,1199,1452,0,3174,517898,140381,444088
"2156",205.95126,0.594,3658,3334,1199,1452,1944,6303,78610,46572,58574
"2157",206.04521,1.623,0,0,0,0,0,0,1091078,1218779,1124921
"2158",206.07947,2.273,0,1480,0,0,1345,0,126581,105093,99543
"2159",206.10251,0.81,2654,2560,6529,2638,2961,4310,172200,216914,226087
"2160",206.10258,0.581,28840,19706,16962,10539,29590,30676,1584677,1654250,1530996
"2161",206.11551,7.639,3643788,123242,46159,2560,1949,4221,53149,51376,48926
"2162",206.11577,6.653,702304,3669,3455,1353,3551,3546,1451,2135,2104
"2163",206.11594,6.35,90725,1583,4780,1087,4270,1562,1638,11287,2488
"2164",206.11595,3.389,891281,63285,34918,2555,4432,5621,23737,10806,4481
"2165",206.11595,6.169,327483,11906,3139,1510,3307,8061,4768,4661,11378
"2166",206.11601,3.158,135226,51684,47895,65630,66619,39866,88933,91457,22537
"2167",206.11613,3.469,146681,2506,6094,2824,5059,5665,8707,9733,3800
"2168",206.11838,4.173,130123,135089,122149,121157,117050,116660,144822,143819,160572
"2169",206.13902,3.598,67245,69864,77223,84248,92335,67999,93813,93610,105982
"2170",206.14024,11.645,7574378,7079078,7720204,6891276,7435966,7020622,9108937,7982154,7784184
"2171",206.88609,0.474,0,0,0,0,0,0,899055,1096581,1263543
"2172",206.91431,0.556,84498,55699,84174,90879,85499,93231,0,0,0
"2173",207.01459,0.514,0,0,0,3441,0,0,2918698,3191232,2717832
"2174",207.01804,11.654,1774036,2175103,1955742,2406691,1943372,2039164,1645333,2229765,2002889
"2175",207.05109,0.46,0,0,0,0,0,0,84459,72246,128192
"2176",207.06552,2.485,2593,7942,6032,1031,1963,1746,178727,193421,188785
"2177",207.10086,4.9,23911,14169,18430,29783,22147,17475,63698,89084,77076
"2178",207.10187,8.149,78208,74204,73672,66774,59774,63318,70953,81201,75868
"2179",207.10228,3.248,184592,56838,40138,45772,45353,33666,29652,28762,41878
"2180",207.12436,11.646,5599650,4616612,5073984,4429791,5102616,4480607,5493604,4931488,5115964
"2181",207.12473,9.718,2158300,1279204,2275650,1201849,1541033,709239,1602391,2138515,2483666
"2182",207.12474,9.569,1879247,657337,520876,1023100,1456071,1155898,893926,914228,779370
"2183",207.1248,3.831,2896032,2666765,3007493,2649860,2784230,2914635,3294894,3109155,2888892
"2184",207.13837,2.574,16941,16188,12658,19132,11067,6995,3189924,3243052,3044964
"2185",207.13841,2.848,20116,25142,19507,22887,18484,13170,443204,449738,422153
"2186",207.13847,3.191,31228,11019,22987,28029,23311,21942,241037,227282,222589
"2187",207.20692,0.492,0,0,0,0,0,0,140919,222326,194165
"2188",207.91031,0.522,53882,53970,97868,65834,84646,86070,22148,14101,43225
"2189",207.96686,0.927,5219,1605,1588,1742,1815,3790,54937,66771,57460
"2190",208.03993,11.658,4099373,3676600,3993954,3955477,3361084,3453976,3533404,3689312,3592862
"2191",208.05832,0.964,0,0,0,0,0,0,209410,244857,210323
"2192",208.05832,1.85,0,0,0,0,0,0,442138,483235,435701
"2193",208.06364,0.588,0,0,0,0,0,0,63384,40033,83165
"2194",208.09518,2.614,72263,4366,0,0,0,1972,5448,4466,0
"2195",208.09723,3.072,3393,0,3173,0,1302,0,141474,155267,147250
"2196",208.10838,10.172,1007270,1140307,931894,897862,658611,1750557,1071746,1155186,798222
"2197",208.10872,9.549,701479,619628,536181,702578,788463,1396760,517135,543246,591965
"2198",208.10893,2.444,217594,284321,192412,342215,234105,164676,307372,196139,229796
"2199",208.10928,11.65,1956393,1008757,1734648,1268408,1682915,1717062,1609345,1413058,1982458
"2200",208.13147,3.748,7574675,180743,486226,62148,20171,19400,17015,21816,74768
"2201",208.13387,3.01,356868,29133,35419,22841,16698,36958,50662,10159,32209
"2202",208.13393,2.887,524992,52082,49327,27304,19100,8486,104392,23615,22258
"2203",208.16986,10.029,301161,277251,308919,279603,262826,295368,271910,352160,409082
"2204",208.17,10.164,336044,293965,345705,274805,286617,313260,297846,291481,394144
"2205",208.17021,4.87,164703,132874,136804,111728,117178,116718,156313,180546,176958
"2206",208.94432,12.14,430340,771092,412545,382034,606462,333589,556390,332025,289065
"2207",208.94437,0.537,1308328,1940784,2434620,2383840,2857638,2555664,1066307,899804,682411
"2208",208.94444,0.406,511471,462148,571859,254119,659636,533625,707164,771490,295139
"2209",208.94455,0.804,679848,767766,644480,701860,700835,696787,418716,457105,767164
"2210",208.97285,0.51,0,0,0,2343,2542,2053,626732,706670,656371
"2211",209.01344,11.654,783228,927415,714032,877947,797661,808590,539460,871780,863586
"2212",209.04854,1.443,234647,56016,136922,0,0,0,0,0,0
"2213",209.08147,4.641,6699,10962,12754,8308,11281,19695,157017,140131,100723
"2214",209.09233,1.815,3884,1878,1428,1345,3210,3805,310935,495598,335032
"2215",209.09283,1.377,3660,1424,1854,4589,1928,1061,163366,154352,132441
"2216",209.10222,1.561,200726,97574,114005,46028,73068,61939,561830,346835,324488
"2217",209.11534,4.446,387948,359917,374806,362837,135085,192881,505445,607828,672540
"2218",209.11826,2.893,281291,79849,83385,29048,43019,73464,34114,72762,71792
"2219",209.12671,2.124,591443,95698,73383,22088,33206,38022,21746,18519,56987
"2220",209.1391,1.978,161179,105050,135454,49411,64936,54718,74506,59052,73831
"2221",209.15381,10.03,571693,438392,565332,573802,518168,562922,470517,681423,890128
"2222",209.15401,4.388,95840,73962,123746,124614,75104,100581,428580,427122,458343
"2223",209.15402,6.062,304972,370289,423113,359164,368158,348585,483005,470005,465349
"2224",209.15404,3.017,48837,49938,74061,61718,39999,23743,393638,377771,391495
"2225",209.15407,2.53,57866,58337,23424,33757,52949,49526,671940,697858,822852
"2226",209.15407,2.81,44244,75074,80521,43607,16686,56601,1993254,2139571,1874259
"2227",209.15408,5.535,524532,495144,507804,478497,503130,464919,301321,391201,626607
"2228",209.15408,10.167,614273,572244,701809,608786,568431,582994,736686,768403,841313
"2229",209.15416,4.221,118990,95067,50268,119372,65728,93595,607962,584634,623666
"2230",209.15417,3.289,37053,53528,33569,48512,43311,50295,302802,268009,341721
"2231",209.15443,6.194,407417,407536,461676,171716,134343,136890,270195,304393,197667
"2232",209.946,0.052,122658,338003,213409,324006,125394,403426,189975,103833,292495
"2233",209.94676,11.789,2017576,3986082,1895775,2234197,2865610,1446665,1324089,3910179,888625
"2234",209.94708,11.663,312247,143179,360278,406521,182022,270463,407888,257788,354091
"2235",210.05038,1.38,17582,1968,0,0,0,0,1598513,1805087,1733059
"2236",210.08936,9.755,96706,12251,4595,5953,1802,2266,0,2394,0
"2237",210.08952,9.639,258806,199635,197511,5953,0,1641,72686,90833,83209
"2238",210.08969,3.066,21432736,1666445,1546887,38729,59386,58306,126414,106984,118887
"2239",210.08975,6.604,199490,8045,1964,0,0,0,0,0,1959
"2240",210.08977,5.695,184306,2616,1168,8318,2072,8356,4132,3617,7886
"2241",210.08978,6.701,475037,3438,3662,0,0,0,2636,0,1959
"2242",210.08981,8.667,459679,117157,143224,1842,0,0,31668,39017,35175
"2243",210.09026,8.986,203767,53399,39185,1702,0,2157,19786,5206,16329
"2244",210.09729,0.559,0,0,2761,1935,0,0,1994334,1925817,1920965
"2245",210.11069,2.802,24427466,3188291,3680926,291579,330406,324008,492610,463016,520312
"2246",210.11078,3.213,1240078,146666,176265,20662,15650,13588,19825,58642,45886
"2247",210.11081,2.013,1899900,79876,115300,9985,10547,11352,18241,16786,20013
"2248",210.11087,8.564,230453,61206,130412,4729,13596,7149,20116,14668,32574
"2249",210.14722,3.441,796110,105099,119193,29062,26292,20938,43808,47138,38405
"2250",210.14917,0.586,279471,253518,243506,244500,238543,246366,245152,276249,277581
"2251",210.14944,7.951,211824,24113,48232,7107,1894,2399,7284,14247,15033
"2252",210.14951,8.988,343156,72583,66959,0,2275,4018,24032,30383,26758
"2253",210.14954,6.219,935786,63838,62051,10606,8687,12732,12055,30495,27729
"2254",210.14957,6.054,295938,38278,31747,38887,25738,38831,51023,56126,66578
"2255",210.1496,3.292,1140933,43107,125505,2384,1464,6089,33386,32265,32277
"2256",210.14964,8.097,134732,16724,44342,3139,2628,0,2239,4865,4560
"2257",210.18535,7.135,354006,13433,22905,0,1307,0,0,2054,2701
"2258",210.18576,7.362,748088,16853,39283,0,1355,0,0,0,0
"2259",210.90637,11.73,9847,30045,27506,21675,23194,21851,16139,23897,39144
"2260",210.9328,0.787,211477,200280,159625,206989,231964,178368,213651,230404,247975
"2261",210.9333,0.557,136426,185748,164922,175582,173184,164985,8749,11745,12628
"2262",210.97765,11.64,320026,321452,178728,279514,351922,280461,340184,198685,236223
"2263",210.9783,0.477,641703,289115,674689,282100,440859,347967,239946,64643,105486
"2264",211.06924,0.81,0,0,0,0,0,0,346487,317640,295524
"2265",211.06961,0.595,0,0,0,1477,0,0,743293,772005,917810
"2266",211.08688,5.708,33805,25333,28161,33731,25516,48928,196974,175025,173288
"2267",211.09319,3.004,835909,86769,198380,29649,49420,32627,53664,55487,75703
"2268",211.09453,3.6,176561,193377,184160,151527,159239,164303,434282,434953,430378
"2269",211.09679,3.964,379044,415549,378667,231587,255324,225609,1533753,2920540,5653604
"2270",211.10974,7.606,108491,124518,155955,129126,116542,127547,156992,128198,154997
"2271",211.13315,0.456,43491,91670,51602,29241,51610,21406,104033,122703,71612
"2272",211.13339,4.67,277823,341668,296083,256412,215371,171241,495670,419742,428254
"2273",211.13344,2.631,291651,402367,85089,458428,292943,89891,157953,194913,413363
"2274",211.13354,5.494,211711,278551,284254,250041,168467,346304,301732,352366,395768
"2275",211.13367,4.238,228651,61162,33944,122122,136452,112058,101774,131203,76924
"2276",211.16942,4.394,70540,35048,35218,58810,63876,50734,653221,593739,546794
"2277",211.16948,5.563,339534,635181,414556,1009098,691578,839661,753267,769524,740194
"2278",211.16953,3.816,13340,11387,21832,31093,11636,32234,179707,230281,175348
"2279",211.16956,4.857,59439,54815,123362,64603,194282,336368,522649,367136,517880
"2280",211.16965,3.489,11863,15346,18578,16923,20375,17095,779840,802995,725882
"2281",211.16969,2.175,8037,26024,28542,22925,18500,15569,122393,139648,122757
"2282",211.16969,3.105,24581,39235,24609,16704,20756,11965,479652,475699,449581
"2283",211.16974,9.712,110841,67274,47824,36881,47925,72935,52439,51281,66869
"2284",211.16977,6.164,236828,186336,244392,231148,233903,293977,366691,329888,323332
"2285",211.16978,4,847693,847320,836727,812680,848573,830162,1061414,1041419,1081791
"2286",211.18102,7.052,642384,232491,225397,218925,197718,212483,3538,0,0
"2287",211.93806,0.605,14262,18884,17538,34657,9847,12135,62798,82294,51655
"2288",211.93864,0.721,13107,11767,34559,17213,8250,9229,134813,414123,239307
"2289",211.94695,11.656,1269826,1471518,1418380,1264733,1291669,1262499,1086243,1345600,1294573
"2290",212.02301,0.583,41486,48458,44912,46190,41164,41531,295515,373719,331834
"2291",212.06903,2.251,539680,26904,28319,0,1619,1460,1715,2065,0
"2292",212.09216,0.592,1626,0,0,0,0,0,86388,114304,130853
"2293",212.12634,3.06,18236846,1719475,1911913,50435,24207,30208,87863,248330,152913
"2294",212.1288,2.412,273506,11760,21123,14431,7685,5267,21443,23535,14405
"2295",212.12883,2.558,345208,41783,39076,4900,8332,9651,31220,20922,27161
"2296",212.14996,1.593,316392,463369,243652,263468,219221,213230,348176,261535,292645
"2297",212.16464,5.43,41459,14389,42885,16906,9374,25950,126410,136831,158913
"2298",212.16469,2.648,2194,1758,1593,1166,0,1491,157581,147288,165360
"2299",212.16505,8.407,334021,86450,104249,18647,14911,18835,53283,61204,41957
"2300",212.1651,9.196,339101,80266,73723,21968,25594,9743,30442,24462,42621
"2301",212.16513,8.986,4992594,1162752,1072368,38674,36195,20194,459698,545245,425753
"2302",212.16513,7.09,4146875,57680,28341,9915,7122,30492,30562,36111,34171
"2303",212.16516,9.113,1036465,218881,193158,19952,31083,42608,89597,116132,101122
"2304",212.16521,4.388,4920008,1089074,1228142,630282,691778,678322,1074267,1165342,1094069
"2305",212.16521,6.09,424593,58674,63954,22579,5642,12146,16313,20291,31297
"2306",212.16522,5.961,510257,43525,21560,19389,12184,12278,3720,16201,24524
"2307",212.1653,4.585,606044,219399,204201,22846,46510,59002,88365,92733,79874
"2308",212.20132,7.994,200135,2788,5384,0,0,0,0,0,0
"2309",212.20146,4.716,60231,56631,67989,52121,63130,61137,70602,66243,70983
"2310",212.20166,6.887,317902,5127,2034,0,0,1964,1760,0,1447
"2311",212.85213,0.474,0,0,0,0,0,0,12140,44919,21817
"2312",213.02722,0.598,0,2810,0,0,0,0,162894,80046,173095
"2313",213.04309,2.909,0,0,0,1123,0,0,65911,61324,52624
"2314",213.07594,2.017,9776,13746,2349,9330,10245,9099,145235,159812,146205
"2315",213.076,1.795,10483,2019,7362,7926,10724,6176,286032,271691,250475
"2316",213.08711,1.237,0,0,0,0,0,0,165866,197758,168546
"2317",213.08745,0.809,2233,0,0,0,0,0,154378,101043,60274
"2318",213.10249,2.255,6314,0,10466,0,6289,0,125333,101557,134797
"2319",213.10289,5.532,181343,142472,173711,152890,158121,145175,142595,122236,163698
"2320",213.11316,2.863,294824,245595,255174,292346,286184,274250,314803,284652,318287
"2321",213.11324,3.458,117635,28225,27690,85576,80174,43141,27237,44448,82451
"2322",213.11359,11.646,3819462,3842284,3691281,3515828,3643906,3821080,4336694,3588874,3937834
"2323",213.14893,4.898,406997,428875,469852,428957,458064,438817,470478,551024,535715
"2324",213.14897,4.716,373400,115200,208199,71905,54638,123547,762761,760369,699708
"2325",213.14941,5.062,423217,374971,375182,371163,344168,388243,433370,377440,421191
"2326",213.18512,1.881,103665,89610,80644,101403,66892,56673,49276,148471,201197
"2327",213.18524,6.783,528949,489155,551367,426892,489617,480111,534196,537682,490667
"2328",213.18541,5.499,274665,235282,324115,291136,240063,257400,282676,325858,438389
"2329",213.18547,6.558,583447,568966,548271,444416,521544,445708,541978,532016,552001
"2330",213.8941,0.472,1749,2620,4041,2274,7521,2327,180525,132352,213291
