Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45
9464,0.471,565.85046,Unknown,[M+H]+,adduct linked to 10147_[M+ACN+Na]+,0.667,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,23.6,Orbi_P_E2_EXBLANKA,565.85046:80828 566.85381:0 567.85717:0,,194178,125945,173032,97236,151903,129299,6974,12002,0,145265.473958333,6325.00944010417,35049.8250926208,6026.98319300606
9465,3.354,566.20184,Unknown,[M+ACN+Na]+,adduct linked to 8710_[M+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,615.16,Orbi_P_E2_WS03B,566.20184:48668 567.20519:16353 568.20855:6337,,0,0,0,0,0,0,130672,132153,131351,0,131392.075520833,0,741.613442315523
9466,3.788,566.24231,Unknown,[M+H]+,adduct linked to 10153_[M+ACN+Na]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.58,Orbi_P_E2_WS03A,566.24231:30149 567.24566:0 568.24902:1240790,,0,0,0,0,1204,0,77407,66218,64144,200.65635172526,69256.1927083333,491.505675375319,7134.28042368946
9467,4.784,566.24451,Unknown,[M+NH4]+,adduct linked to 9283_[M+H]+; adduct linked to 9079_[M+Li]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.39,Orbi_P_E2_WS03B,566.24451:34623 567.24786:0 568.25122:34908,,0,0,0,0,0,0,86879,104621,98617,0,96705.5026041667,0,9023.85310282195
9468,4.769,566.35645,Unknown,[M+CH3OH+H]+,adduct linked to 9152_[M+3H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,92.73,Orbi_P_E2_EXBLANKA,566.35645:158752 567.3598:58526 568.36316:9447,,433238,9420,9645,0,0,0,2293,2036,0,75383.9529622396,1443.15702311198,175374.38196375,1256.40345498576
9469,10.394,566.39337,Unknown,[M+K]+,adduct linked to 10346_[M+3ACN+2H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,15.89,Orbi_P_E2_EXBLANKA,566.39337:27208 567.39672:0 568.40008:0,,85391,0,0,0,0,0,0,0,0,14231.75390625,0,34860.5352151738,0
9470,8.143,566.40234,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,12.59,Orbi_P_E2_EXBLANKA,566.40234:70819 567.40569:0 568.40905:0,,196691,0,3593,0,0,0,0,0,2533,33380.6604410807,844.333902994792,80018.3530430141,1462.42921853991
9471,10.916,566.41077,Unknown,[M+H]+,,0.111,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,31.61,Orbi_P_E2_EXBLANKA,566.41077:261084 567.41412:51983 568.41748:8444,85.10213:7165 87.04496:8028 265.61749:3039 282.28119:7262,1050541,4276,8288,0,0,0,11250,9709,3453,177184.118977865,8137.07316080729,427868.51033994,4129.26328146827
9472,3.934,566.43042,Unknown,[M+NH4]2+,adduct linked to 9592_[M+H+K]2+; adduct linked to 9817_[M+2ACN+2H]2+,0.667,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,257.65,Orbi_P_E2_EXBLANKA,566.43042:2191668 567.43377:697412 568.43713:37504,100.11288:14546 209.16508:24972 435.33206:6570 557.92242:4925,6200117,4105746,4047046,0,0,0,290007,317756,253109,2392151.54166667,286957.536458333,2732868.4728232,32430.9058242464
9473,3.166,566.43085,Unknown,[M-C6H10O5+H]+,adduct linked to 10571_[2M+NH4]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.91,Orbi_P_E2_Wasteblank4,566.43085:35888 567.4342:17173 568.43756:0,,50244,45577,45231,91180,46754,38253,46389,49069,52636,52873.1803385417,49364.640625,19168.5476432195,3133.98016164912
9474,11.611,566.57184,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,11.62,Orbi_P_E2_WS03C,566.57184:47362 567.57519:10051 568.57855:0,,299125,985843,449473,241841,143307,607393,281723,336593,117485,454497.057291667,245267.109375,307224.255785168,114012.827103296
9475,11.358,566.57257,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,9.64,Orbi_P_E2_EXBLANKC,566.57257:206556 567.57592:40215 568.57928:10813,,739373,982899,736340,224030,78628,422989,300001,465685,160676,530709.72265625,308787.34375,346506.540884347,152694.26080719
9476,11.656,566.81024,Unknown,[M+H]+,adduct linked to 9543_[M+Li]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3219.41,Orbi_P_E2_WS03A,566.81024:160970 567.81359:0 568.81695:0,,73027,197298,215971,143115,127807,234852,269701,158536,266602,165345.21484375,231613.15625,61385.9513427076,63305.5913789831
9477,0.468,566.89093,Unknown,[M+H]+,,1,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,1240.64,Orbi_P_E2_EXBLANKA,566.89093:3609480 567.89428:592172 568.89764:243983,52.61735:3721 90.97279:5620 158.96449:527554,7352902,3340266,6418621,2472878,5096664,3496678,958221,617685,167773,4696335.04166667,581226.390625,1918631.81477964,396483.049645365
9478,3.779,567.13452,Unknown,[M+H]+,adduct linked to 10283_[M+DMSO+H]+,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.65,Orbi_P_E2_WS03C,567.13452:18706 568.13787:0 569.14123:0,,0,0,0,0,0,0,14851,34512,36913,0,28758.8395182292,0,12103.94553618
9479,3.185,567.20435,Unknown,[M+Na]+,adduct linked to 9634_[M+K]+,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,179.24,Orbi_P_E2_WS03B,567.20435:20075 568.2077:5816 569.21106:0,,0,0,0,0,0,0,52094,59541,48487,0,53374.1875,0,5637.3228930601
9480,4.789,567.22687,Unknown,[M-C6H10O4+H]+,adduct linked to 10884_[M+IsoProp+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.7,Orbi_P_E2_WS03C,567.22687:76448 568.23022:23921 569.23358:29762,,0,0,0,0,0,0,251388,299830,266102,0,272439.755208333,0,24835.0064555075
9481,3.781,567.22754,Unknown,[M+H]+,adduct linked to 9641_[M+NH4]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,186.59,Orbi_P_E2_WS03A,567.22778:3284802 568.23113:1175615 569.23449:383741,61.31927:3361 93.07063:5921 119.08591:6030 137.06021:3940 145.10159:22849 153.05498:20592 175.11221:19307 193.10181:5916 227.14255:5263 239.14279:11067 255.17331:5494 271.16922:9751 361.11066:7716,0,0,0,0,0,0,13943010,14400918,13471881,0,13938603,0,464534.178590768
9482,4.492,567.22772,Unknown,[M+IsoProp+Na+H]+,adduct linked to 8969_[M+K]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,13.95,Orbi_P_E2_WS03B,567.22772:242147 568.23107:80138 569.23443:687043,,0,0,0,0,0,0,781017,867822,795633,0,814823.9375,0,46476.0684440457
9483,4.211,567.22778,Unknown,[M+H]+,adduct linked to 9281_[M+H-H2O]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.85,Orbi_P_E2_WS03B,567.22778:126379 568.23113:34757 569.23449:86249,,0,0,0,0,0,0,483591,535425,466205,0,495073.677083333,0,36010.1847203006
9484,4.655,567.22821,Unknown,[M+H]+,adduct linked to 9647_[M+NH4]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,12.1,Orbi_P_E2_WS03A,567.22809:229788 568.23144:83325 569.2348:69869,118.68694:2871,0,0,0,0,0,0,824840,875991,818142,0,839657.729166667,0,31643.1264332406
9485,3.78,567.31903,Unknown,[M+Li]+,adduct linked to 10067_[M+IsoProp+H]+,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.29,Orbi_P_E2_WS03B,567.31903:16645 568.32238:0 569.32574:0,,0,0,0,0,0,0,29218,33757,37737,0,33570.6165364583,0,4262.56635418135
9486,9.631,567.3999,Unknown,[2M+K]+,adduct linked to 3167_[M+H-H2O]+,0.667,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,136.8,Orbi_P_E2_EXBLANKA,567.3999:648458 568.40325:151783 569.40661:0,87.04491:49504 96.86777:5881 131.07048:10811,2621121,76504,58417,0,0,0,46048,62038,50830,459340.339192708,52971.78515625,1059582.88288403,8207.24420470903
9487,11.404,567.42188,Unknown,[M+IsoProp+Na+H]+,adduct linked to 5572_[M-C6H10O4+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,273.61,Orbi_P_E2_WS03A,567.42188:78767 568.42522:82110 569.42858:30020,,0,0,0,0,0,0,248616,128870,116800,0,164761.924479167,0,72869.9609866378
9488,7.128,567.51453,Unknown,[2M+H]+,adduct linked to 4594_[M+NH4]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.82,Orbi_P_E2_EXBLANKA,567.51453:32511 568.51788:0 569.52124:0,,57761,0,0,0,0,0,0,0,0,9626.86002604167,0,23580.8948889985,0
9489,10.357,567.58368,Unknown,[2M+H]+,adduct linked to 4156_[M+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.5,Orbi_P_E2_EXBLANKA,567.58368:25135 568.58703:17883 569.59039:0,,88129,4849,11328,7355,8091,2797,0,0,0,20425.0152587891,0,33295.2139889504,0
9490,2.028,568.22552,Unknown,[M+H]+,,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,16.36,Orbi_P_E2_WS03B,568.22552:74691 569.22887:19038 570.23223:5615,,0,0,0,0,0,0,176262,187754,161482,0,175166.255208333,0,13170.1016338238
9491,3.466,568.25848,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.22,Orbi_P_E2_WS03B,568.25848:13106 569.26183:4505 570.26519:0,,0,0,0,0,0,0,26592,32547,27040,0,28726.3587239583,0,3316.45931901907
9492,4.862,568.25922,Unknown,[2M+ACN+H]+,adduct linked to 4062_[M+NH4]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,159.79,Orbi_P_E2_WS03A,568.25928:2962660 569.26263:805748 570.26599:447096,85.60786:2823 109.1016:7619 125.0963:5727 249.12617:3911 271.14908:4043 361.11118:64397,0,0,0,0,0,0,10973430,12325465,11479994,0,11592963,0,683060.141222572
9493,6.123,568.25934,Unknown,[M+NH4]+,adduct linked to 9548_[M+Na]+; adduct linked to 9767_[M+2Na-H]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,134.23,Orbi_P_E2_WS03A,568.25958:949759 569.26293:309781 570.26629:91249,105.07097:3444 147.11711:6374 263.14337:6040 379.12128:3486,0,0,0,0,0,0,3858497,4440262,4016289,0,4105016.08333333,0,300860.377951752
9494,4.983,568.2594,Unknown,[M+NH4]+,adduct linked to 9309_[M+H]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,108.29,Orbi_P_E2_WS03A,568.25946:889738 569.26281:326977 570.26617:101718,85.51402:3182 147.11694:5129 159.11697:3432 277.23047:3318,0,0,0,0,0,0,3461708,3796437,3477783,0,3578642.75,0,188786.532664376
9495,5.525,568.25964,Unknown,[M+K]+,adduct linked to 6721_[M-C6H10O4+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,28.83,Orbi_P_E2_WS03B,568.25964:198942 569.26299:64041 570.26635:20487,,0,0,0,0,0,0,828419,1091287,833055,0,917587.041666667,0,150446.655211557
9496,4.048,568.25977,Unknown,[M+NH4]+,adduct linked to 9305_[M+H]+; adduct linked to 9674_[M+H]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,48.46,Orbi_P_E2_WS03A,568.25977:307642 569.26312:0 570.26648:74542,59.53625:10299 147.11792:3705 265.15881:8897,0,0,0,0,0,0,1063816,1187084,1044850,0,1098583.5,0,77228.4795719817
9497,4.596,568.26007,Unknown,[2M+ACN+H]+,adduct linked to 9036_[2M+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,13.88,Orbi_P_E2_WS03B,568.26007:57854 569.26342:0 570.26678:74357,,0,0,0,0,0,0,152857,168309,166309,0,162491.927083333,0,8403.84692906247
9498,2.53,568.29895,Unknown,[M+H]+,,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.2,Orbi_P_E2_WS03A,568.29895:25120 569.3023:0 570.30566:0,,0,0,0,0,0,0,63329,59532,51135,0,57998.2838541667,0,6239.95961683158
9499,6.666,568.34918,Unknown,[M+2ACN+H]+,adduct linked to 8447_[M+H]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,11.57,Orbi_P_E2_EXBLANKC,568.34918:25709 569.35253:11543 570.35589:0,,57629,78416,72199,56415,67018,66598,72452,67754,64475,66379.0970052083,68226.9622395833,8426.87836611981,4009.13740193014
9500,6.781,568.34973,Unknown,[M+H]+,,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,81.25,Orbi_P_E2_WS03A,568.34973:177002 569.35308:70943 570.35644:17997,,605823,559932,507323,546443,546794,534459,609065,539802,541523,550128.807291667,563463.708333333,32559.433663425,39501.5206466756
9501,7.591,568.44281,Unknown,[M+H]+,,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,18.53,Orbi_P_E2_EXBLANKA,568.44281:58891 569.44616:19871 570.44952:0,,168049,199774,182936,193033,185527,177823,172350,174976,174166,184523.630208333,173830.541666667,11178.9049148292,1344.68526993458
9502,10.988,568.48114,Unknown,[M+3ACN+2H]2+,adduct linked to 9241_[M+2K-H]2+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,26.7,Orbi_P_E2_EXBLANKC,568.48114:86452 569.48449:33100 570.48785:0,,299571,308122,329701,328217,325034,246718,278417,251187,303441,306227.143229167,277681.848958333,31551.4301208819,26134.9537600626
9503,4.399,569.09833,Unknown,[M+H]+,,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,500.57,Orbi_P_E2_WS03B,569.09833:30314 570.10168:0 571.10504:0,,0,0,0,0,0,0,38540,69565,50169,0,52758.1966145833,0,15673.8250944469
9504,4.406,569.15076,Unknown,[M+H]+,adduct linked to 10150_[M+IsoProp+H]+; adduct linked to 10158_[M+IsoProp+H]+; adduct linked to 11429_[2M+3H2O+2H]+; adduct linked to 11434_[2M+ACN+Na]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3820.66,Orbi_P_E2_WS03C,569.15076:197489 570.15411:57891 571.15747:0,,0,0,0,0,0,0,618368,626052,631826,0,625415.083333333,0,6751.40915913964
9505,2.312,569.18597,Unknown,[M+H-H2O]+,adduct linked to 9876_[M+NH4]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,547.39,Orbi_P_E2_WS03B,569.18597:27669 570.18932:11269 571.19268:0,,0,0,0,0,0,0,79346,94231,78658,0,84078.1875,0,8799.03613214523
9506,3.737,569.24103,Unknown,[M+Na]+,adduct linked to 9662_[M+K]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,12.34,Orbi_P_E2_WS03A,569.24103:544567 570.24438:195038 571.24774:58137,,0,0,0,0,0,0,1756257,1657987,1511408,0,1641883.95833333,0,123216.068349359
9507,4.406,569.2428,Unknown,[M+H]+,adduct linked to 11397_[2M+NH4]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,594.23,Orbi_P_E2_WS03A,569.24304:25203020 570.24639:9047383 571.24975:2638414,65.03945:160294 105.07066:31208 123.11727:55047 133.10143:45135 145.10156:88675 157.10153:37824 197.1326:34166 253.1586:93203 267.13782:28095,0,0,0,0,0,0,88161704,90194272,88830664,0,89062213.3333333,0,1035878.60726117
9508,4.116,569.24286,Unknown,[M+H-2H2O]+,adduct linked to 10523_[M+DMSO+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.05,Orbi_P_E2_WS03B,569.24286:177861 570.24621:59711 571.24957:23466,,0,0,0,0,0,0,616131,634866,576278,0,609091.916666667,0,29921.3627596711
9509,3.539,569.24347,Unknown,[M+H]+,adduct linked to 9675_[M+NH4]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.64,Orbi_P_E2_WS03A,569.24384:280488 570.24719:97225 571.25055:28158,94.54507:3203 205.47675:3067 265.15915:32445,0,0,0,0,0,0,821050,897507,747633,0,822063.208333333,0,74941.9814893373
9510,4.406,569.33636,Unknown,[M+CH3OH+H]+,adduct linked to 9823_[2M+ACN+Na]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,50.68,Orbi_P_E2_WS03C,569.33636:169592 570.33971:62938 571.34307:0,,0,0,0,0,0,0,551259,575712,569833,0,565601.416666667,0,12764.02722656
9511,11.486,569.36627,Unknown,[M+K]+,adduct linked to 9090_[M+H]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,11.47,Orbi_P_E2_EXBLANKB,569.36627:52623 570.36962:14718 571.37298:6535,,38349,210326,72125,54306,52109,47980,79862,91179,113436,79199.3444010417,94825.4088541667,65178.5473223283,17081.4347711259
9512,11.624,569.38757,Unknown,[M+K]+,adduct linked to 9759_[M+ACN+Na]+,0.889,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,24.66,Orbi_P_E2_Wasteblank4,569.38757:60760 570.39092:36775 571.39428:0,,102444,113234,125697,135552,105044,93966,123581,69129,107376,112656.05078125,100028.526041667,15531.6722897812,27959.5039491283
9513,5.326,570.18213,Unknown,[M+NH4]+,adduct linked to 9974_[M+IsoProp+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,592.3,Orbi_P_E2_WS03B,570.18213:32081 571.18548:0 572.18884:0,,0,0,0,0,0,0,77325,83598,69753,0,76891.9765625,0,6932.5825112397
9514,4.324,570.24719,Unknown,[M+IsoProp+H]+,adduct linked to 8552_[M+H-H2O]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,13.88,Orbi_P_E2_WS03B,570.24719:113319 571.25054:38326 572.2539:7772,,0,0,0,0,0,0,202135,314252,233362,0,249916.536458333,0,57862.9110518611
9515,5.925,570.2749,Unknown,[M+NH4]+,adduct linked to 9340_[M+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,18.29,Orbi_P_E2_WS03C,570.2749:184581 571.27825:59085 572.28161:14200,,0,0,0,0,0,0,685713,700023,707990,0,697908.75,0,11287.7875925433
9516,5.793,570.27496,Unknown,[M+Na]+,adduct linked to 9677_[M+K]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,32.49,Orbi_P_E2_WS03A,570.27539:231761 571.27874:73217 572.2821:16433,103.6553:2966,0,0,0,0,0,0,926749,1002520,948682,0,959316.729166667,0,38989.1446531782
9517,5.202,570.27502,Unknown,[M+ACN+Na]+,adduct linked to 8773_[M+H]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,47.71,Orbi_P_E2_WS03A,570.27521:556200 571.27856:191933 572.28192:65201,54.49618:2939 153.09152:3224 237.16467:11193 291.17722:5004,0,0,0,0,0,0,2495776,2819680,2648039,0,2654498.33333333,0,162048.963066015
9518,5.326,570.27502,Unknown,[2M+ACN+H]+,adduct linked to 3619_[M+H]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,578.76,Orbi_P_E2_WS03A,570.27515:4212165 571.2785:1483342 572.28186:463248,81.07076:3888 151.11159:4884 171.08057:43948 223.14804:18947 263.14243:6224 265.15909:290162,0,0,0,0,0,0,16035403,17713990,16017606,0,16588999.6666667,0,974310.844069968
9519,4.648,570.27582,Unknown,[M+IsoProp+Na+H]+,adduct linked to 9081_[M+2Na-H]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,12.1,Orbi_P_E2_WS03A,570.27557:455372 571.27892:152137 572.28228:46985,115.47125:2741 155.08557:5060 267.17502:10698,0,0,0,0,0,0,1611278,1754745,1670541,0,1678854.70833333,0,72093.982402349
9520,4.755,570.27673,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,11.11,Orbi_P_E2_WS03A,570.27673:146879 571.28008:46259 572.28344:24271,,0,0,0,0,0,0,560672,647649,604467,0,604262.5625,0,43488.4532653227
9521,5.326,570.36841,Unknown,[2M+ACN+H]+,adduct linked to 3619_[M+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.5,Orbi_P_E2_WS03B,570.36841:33774 571.37176:0 572.37512:0,,0,0,0,0,0,0,66705,94866,75808,0,79126.4583333333,0,14371.1431768617
9522,8.822,570.42291,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.12,Orbi_P_E2_EXBLANKA,570.42291:42158 571.42626:19037 572.42962:0,,126394,3232,3441,5175,4106,6714,6965,3117,2310,24843.770711263,4130.69295247396,49765.84010251,2487.37855906872
9523,8.383,570.42303,Unknown,[M+IsoProp+H]+,adduct linked to 6251_[M-C6H10O4+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.1,Orbi_P_E2_EXBLANKA,570.42303:25548 571.42638:21885 572.42974:0,,69495,16960,11306,13536,6541,15460,14444,9997,4845,22216.4428710938,9761.93489583333,23446.381337664,4804.04725458152
9524,9.347,570.46021,Unknown,[M+H]+,,1,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,98.98,Orbi_P_E2_EXBLANKA,570.46021:508008 571.46356:166531 572.46692:39638,71.08658:14312 85.10192:14499 106.29456:3505,3674602,2545121,3706914,3271464,2291440,3475557,3483372,3660201,2425852,3160849.54166667,3189808.08333333,601398.217141904,667487.140880132
9525,8.441,570.47601,Unknown,[M+H]+,,0.444,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.96,Orbi_P_E2_Wasteblank6,570.47601:49588 571.47936:13502 572.48272:7283,,453901,202728,266904,194245,259554,348585,338373,473728,301335,287652.791666667,371145.03125,98497.1644151722,90748.6401770591
9526,3.953,571.12433,Unknown,[M+2Na-H]+,adduct linked to 11367_[M+IsoProp+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,470.57,Orbi_P_E2_WS03C,571.12433:27029 572.12768:0 573.13104:6387,,0,0,0,0,0,0,53644,51458,61522,0,55541.2213541667,0,5293.2013479398
9527,3.356,571.29303,Unknown,[M+H]+,,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.79,Orbi_P_E2_WS03B,571.29303:28730 572.29638:9410 573.29974:0,,0,0,0,0,0,0,69835,69480,77146,0,72153.671875,0,4327.54406725012
9528,5.773,571.33911,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.63,Orbi_P_E2_WS03B,571.33911:11742 572.34246:45615 573.34582:10394,,0,0,0,0,0,0,15975,25071,11760,0,17602.1077473958,0,6803.35350879265
9529,5.964,571.34003,Unknown,[M+IsoProp+Na+H]+,adduct linked to 8479_[M+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,46.53,Orbi_P_E2_WS03B,571.34003:243654 572.34338:97652 573.34674:0,,0,0,0,0,0,0,541679,651558,599611,0,597615.9375,0,54966.5938322144
9530,5.27,571.34082,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.33,Orbi_P_E2_WS03A,571.34082:24896 572.34417:0 573.34753:0,,0,0,0,0,0,0,53025,9574,20363,0,27654.23046875,0,22624.722188835
9531,8.024,571.43146,Unknown,[M+H]+,,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.82,Orbi_P_E2_EXBLANKB,571.43146:109018 572.43481:25893 573.43817:0,,241977,537604,310260,369556,460703,509285,588150,603761,819978,404897.4609375,670629.604166667,116936.334835009,129575.083890356
9532,1.809,572.22046,Unknown,[M+IsoProp+Na+H]+,adduct linked to 9030_[M+K]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.37,Orbi_P_E2_WS03B,572.22046:102266 573.22381:30561 574.22717:0,,0,0,0,0,0,0,275424,300388,263107,0,279639.802083333,0,18994.790837472
9533,2.46,572.23547,Unknown,[2M+NH4]+,adduct linked to 6137_[M+2ACN+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,14.84,Orbi_P_E2_WS03A,572.23547:183859 573.23882:59979 574.24218:14155,,0,0,0,0,0,0,715450,684344,638038,0,679277.395833333,0,38954.0183536414
9534,2.04,572.23608,Unknown,[2M+NH4]+,adduct linked to 5634_[M+ACN+Na]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.08,Orbi_P_E2_WS03A,572.23608:75191 573.23943:26252 574.24279:10981,,0,0,0,0,0,0,199508,313565,165386,0,226153.015625,0,77599.8741288271
9535,2.606,572.23645,Unknown,[M+2ACN+H]+,adduct linked to 8968_[M+CH3OH+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.88,Orbi_P_E2_WS03B,572.23645:46285 573.2398:18490 574.24316:4984,,0,0,0,0,0,0,142543,143778,134792,0,140370.71875,0,4870.69084831338
9536,5.779,572.34271,Unknown,[M+CH3OH+H]+,adduct linked to 9595_[M+K]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.23,Orbi_P_E2_WS03B,572.34271:32662 573.34606:10394 574.34942:0,,0,0,0,0,0,0,80674,89386,80304,0,83454.5989583333,0,5140.32657542517
9537,10.671,572.4176,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,12.28,Orbi_P_E2_EXBLANKA,572.4176:55933 573.42095:27695 574.42431:10202,,196216,0,3512,3239,2367,5484,6344,6438,2951,35136.3695068359,5244.53670247396,78932.7822511304,1986.5682389999
