cluster,cluster.size,strength,id,source,Alignment.ID,Average.Rt.min.,Average.Mz,Adduct.type,Post.curation.result,Fill..,S.N.average,Spectrum.reference.file.name,MS1.isotopic.spectrum,MS.MS.spectrum,Metabolite.name,Blank.1,Blank.2,Blank.3,Blank.4,Blank.5,Blank.6,QC.1,QC.2,QC.3,avg_Blank,avg_QC,sd_Blank,sd_QC,ratio_Blank,rsd_QC,rsd_min,rmd,identified_by_MSDial
351,1,0,pos_8723,pos,8723,5.708,504.29675,[M+ACN+H]+,adduct linked to 9210_[M+DMSO+H]+,0.333,24.24,Orbi_P_E2_WS03A,504.29669:410622 505.30004:144510 506.3034:36982,105.34326:2994 111.53502:3113 206.43962:3259,Unknown,0,0,0,0,0,0,1.016822e-4,1.037062e-4,1.040353e-4,0,1.03141253930517e-4,0,1.27423058141835e-6,0,1.235422813723749,1.235422813723749,588.4432132469118,FALSE
352,1,0,pos_8724,pos,8724,4.542,504.29678,[M+2ACN+H]+,adduct linked to 3144_[M-C6H8O6+H]+,0.333,26.29,Orbi_P_E2_WS03A,504.29688:432743 505.30022:151947 506.30358:45153,60.96059:3792 235.11205:4835,Unknown,0,0,0,0,0,0,1.071602e-4,1.2027e-4,1.105739e-4,0,1.12668029032648e-4,0,6.80114471767487e-6,0,6.036445987445197,6.036445987445197,588.5026670208215,FALSE
353,1,0,pos_873,pos,873,0.57,146.09264,[M+2Na-H]+,adduct linked to 24_[M+H]+,1,24.26,Orbi_P_E2_EXBLANKA,146.0816:438137 147.08495:20946 148.08831:74314,82.06575:3859 102.89453:2151 118.96772:6078,Unknown,1.02239e-4,2.116298e-4,2.061957e-4,2.297443e-4,2.407383e-4,2.417696e-4,1.443111e-4,1.308258e-4,1.439731e-4,2.05386146262754e-4,1.39703333843499e-4,5.2622838207855e-5,7.69003310851317e-6,0.7413870578868206,5.504545165062302,5.504545165062302,634.1181869256983,FALSE
354,1,0,pos_874,pos,874,1.793,146.11809,[M+NH4]+,adduct linked to 524_[M+H]+,0.667,38.87,Orbi_P_E2_EXBLANKA,146.11809:421448 147.12144:43976 148.1248:0,100.0765:3665,Unknown,9.834477e-5,1.850723e-5,1.920707e-5,2.193355e-6,2.674105e-6,2.014006e-6,4.119824e-5,3.947481e-5,4.329196e-5,2.38234225283425e-5,4.13216682015142e-5,3.74000203764465e-5,1.9115654132167e-6,0.5128032679844399,4.626060603106658,4.626060603106658,808.1819301086891,FALSE
355,1,0,pos_8777,pos,8777,4.35,507.2366,[M+Na]+,adduct linked to 8422_[M+H]+,0.333,23.48,Orbi_P_E2_WS03A,507.23679:193030 508.24014:71222 509.2435:22887,344.57458:2831,Unknown,0,0,0,0,0,0,4.779994e-5,5.119322e-5,4.656619e-5,0,4.85197864084815e-5,0,2.39603442415896e-6,0,4.938262514156743,4.938262514156743,466.448990471133,FALSE
356,1,0,pos_8808,pos,8808,4.759,509.22769,[M+H]+,NA,0.111,13.37,Orbi_P_E2_WS03C,509.22769:213613 510.23104:78252 511.2344:26540,199.64453:3004 483.02011:3128,Unknown,0,0,0,0,0,0,5.410495e-5,5.571995e-5,5.463156e-5,0,5.48188193837026e-5,0,8.23623821996546e-7,0,1.5024472092906944,1.5024472092906944,447.12808135000574,FALSE
357,1,0,pos_8813,pos,8813,5.574,509.23102,[M+H]+,NA,0.222,112.35,Orbi_P_E2_WS03A,509.23102:1798986 510.23437:611562 511.23773:227127,263.97815:2929,Unknown,0,0,0,0,0,0,4.454828e-4,4.816124e-4,4.451788e-4,0,4.57424660756563e-4,0,2.09477719094985e-5,0,4.579502092180968,4.579502092180968,453.6644291622315,FALSE
358,1,0,pos_8814,pos,8814,5.775,509.23108,[M+K]+,adduct linked to 8224_[M+H]+,0.333,77.37,Orbi_P_E2_WS03A,509.23114:1124825 510.23449:393420 511.23785:135769,298.15533:2944,Unknown,0,0,0,0,0,0,2.785404e-4,2.962293e-4,2.844899e-4,0,2.86419837114712e-4,0,9.00101002325489e-6,0,3.142593094782732,3.142593094782732,453.7822004109017,FALSE
359,1,0,pos_8818,pos,8818,5.21,509.25244,[M+H]+,NA,0.111,15.27,Orbi_P_E2_WS03C,509.25244:193374 510.25579:73943 511.25915:50840,103.51347:2695,Unknown,0,0,0,0,0,0,5.29573e-5,5.795503e-5,4.945529e-5,0,5.34558736641581e-5,0,4.27174610003283e-6,0,7.991163191664408,7.991163191664408,495.70700142345646,FALSE
360,1,0,pos_8819,pos,8819,4.544,509.2525,[M+NH4]+,adduct linked to 8553_[M+H]+,0.333,16.67,Orbi_P_E2_WS03A,509.2522:249688 510.25555:90521 511.25891:31541,56.58121:3417 56.5836:6578 61.5796:3030 62.46492:3102 65.38901:2341 84.61871:2605 95.55592:3075 151.48814:2788 317.35486:2791 509.18796:2034 509.25143:149267,Unknown,0,0,0,5.764556e-7,0,0,6.183027e-5,7.499753e-5,6.592488e-5,9.60759412767705e-8,6.75842262959729e-5,2.35337032685688e-7,6.738640432568e-6,6.02172572234868e-4,9.970729564998411,9.970729564998411,495.8247627650286,FALSE
361,1,0,pos_8821,pos,8821,4.451,509.25305,[M+H]+,NA,0.333,18.02,Orbi_P_E2_WS03A,509.25308:264007 510.25643:77729 511.25979:29974,157.03931:3255 221.50259:3251 386.57318:3030,Unknown,0,0,0,5.764556e-7,0,0,6.537608e-5,7.275961e-5,6.376561e-5,9.60759412767705e-8,6.73004348451893e-5,2.35337032685688e-7,4.79586981244685e-6,6.045529932461362e-4,7.126060661389119,7.126060661389119,496.9042404360138,FALSE
362,1,0,pos_8822,pos,8822,4.718,509.25333,[M+H]+,adduct linked to 11369_[2M+3H2O+2H]+,0.333,58.94,Orbi_P_E2_WS03A,509.25299:843242 510.25634:315860 511.2597:62153,203.21393:3031,Unknown,0,0,0,0,0,0,2.088121e-4,2.316123e-4,2.105421e-4,0,2.16988807854553e-4,0,1.26937816714358e-5,0,5.849970695237151,5.849970695237151,497.45379180928546,FALSE
363,1,0,pos_8824,pos,8824,5.706,509.25458,[M+H]+,NA,0.111,7.87,Orbi_P_E2_WS03C,509.25458:99621 510.25793:31540 511.26129:6676,277.06189:3266,Unknown,0,0,0,0,0,0,2.49218e-5,2.574128e-5,2.547801e-5,0,2.53803664236329e-5,0,4.18377386852393e-7,0,1.648429261694273,1.648429261694273,499.9071387830735,FALSE
364,1,0,pos_8873,pos,8873,6.361,513.28613,[M+ACN+H]+,adduct linked to 8247_[M+H]+,0.333,80.71,Orbi_P_E2_WS03A,513.28613:486772 514.28948:166051 515.29284:33811,79.35092:2968 213.12772:2936 235.14864:9865 245.13145:13546,Unknown,0,0,0,0,0,0,1.205393e-4,1.278955e-4,1.170659e-4,0,1.21833598920299e-4,0,5.52960081931729e-6,0,4.538650149319351,4.538650149319351,557.4473637149661,FALSE
365,1,0,pos_8875,pos,8875,6.303,513.28619,[M+DMSO+H]+,adduct linked to 7635_[M+H]+,0.333,109.14,Orbi_P_E2_WS03A,513.28613:436222 514.28948:189271 515.29284:36046,74.41866:2720 133.06538:4664 211.11134:3506,Unknown,0,0,0,0,0,0,1.080217e-4,1.260324e-4,1.070104e-4,0,1.13688186199094e-4,0,1.07023737905549e-5,0,9.413795881845276,9.413795881845276,557.5641924050855,FALSE
366,1,0,pos_8910,pos,8910,5.964,516.33276,[M+2ACN+H]+,adduct linked to 3802_[M-C6H10O5+H]+,0.333,236.4,Orbi_P_E2_WS03A,516.33276:1525859 517.33611:651403 518.33947:106468,109.93289:2544 228.2614:2764 235.14844:16502 263.14334:187662,Unknown,0,0,0,2.07841e-6,2.477808e-6,0,3.778483e-4,4.063369e-4,4.195842e-4,7.59369678841419e-7,4.01256460463628e-4,1.18317090152502e-6,2.13267007100712e-5,8.119204186322482e-4,5.314980021861695,5.314980021861695,644.4681139349119,FALSE
367,1,0,pos_8911,pos,8911,5.264,516.33289,[M+H]+,NA,0.333,110.12,Orbi_P_E2_WS03A,516.33289:839360 517.33624:275678 518.3396:51602,67.05516:12386 263.14294:2987,Unknown,0,0,0,0,0,0,2.078508e-4,1.961104e-4,1.815449e-4,0,1.95168686332181e-4,0,1.31782184772323e-5,0,6.752219695121947,6.752219695121947,644.719727228727,FALSE
368,1,0,pos_8918,pos,8918,5.328,517.22668,[M+H]+,adduct linked to 9119_[M+NH4]+,0.333,989.95,Orbi_P_E2_WS03A,517.22681:2453950 518.23016:931362 519.23352:244639,74.52228:2846 107.08588:9587 157.10168:5726 197.09637:8213 221.13109:5221 223.14815:33517 250.13492:17640 291.17447:11730,Unknown,0,0,0,0,0,0,6.076714e-4,6.806668e-4,6.302349e-4,0,6.3952436903491e-4,0,3.7373785861477e-5,0,5.843997143983188,5.843997143983188,438.26045477775347,FALSE
369,1,0,pos_8920,pos,8920,4.762,517.22693,[M+H]+,NA,0.333,159.04,Orbi_P_E2_WS03A,517.22687:323690 518.23022:119299 519.23358:42252,59.17979:3199 104.70615:3106 247.14821:45007,Unknown,0,0,0,0,0,0,8.015525e-5,8.760302e-5,8.709907e-5,0,8.49524440127425e-5,0,4.16213033096451e-6,0,4.8993650263201465,4.8993650263201465,438.74358978183614,FALSE
370,1,0,pos_8927,pos,8927,6.842,518.32556,[M+H]+,NA,0.333,28.23,Orbi_P_E2_WS03A,518.32538:447157 519.32873:147874 520.33209:32296,86.09702:20419 104.10755:133996,Unknown,0,0,0,0,0,0,1.107295e-4,1.202901e-4,1.100562e-4,0,1.13691933317265e-4,0,5.72411579785939e-6,0,5.034759838137204,5.034759838137204,628.0994516264949,FALSE
371,1,0,pos_8931,pos,8931,3.128,519.19873,[M+2Na-H]+,adduct linked to 8291_[M+H]+,0.333,15.46,Orbi_P_E2_WS03A,519.19885:244912 520.2022:86153 521.20556:16682,127.50671:3016 190.0506:3366,Unknown,0,0,0,0,0,0,6.064748e-5,6.290995e-5,6.256475e-5,0,6.20407263340894e-5,0,1.21887355031712e-6,0,1.9646345591659973,1.9646345591659973,382.762877713424,FALSE
372,1,0,pos_8936,pos,8936,7.216,519.27289,[2M+Na]+,adduct linked to 4067_[M+CH3OH+H]+,0.333,18.41,Orbi_P_E2_WS03A,519.27289:323729 520.27624:129332 521.2796:15930,151.0981:2698 163.03671:46562,Unknown,0,0,0,0,0,0,8.016493e-5,7.597704e-5,6.767623e-5,0,7.46060662398425e-5,0,6.35622467857929e-6,0,8.51971561956556,8.51971561956556,525.5232946976323,FALSE
373,1,0,pos_894,pos,894,0.458,147.11295,[M+Li]+,adduct linked to 5030_[2M+K]+,0.333,41.94,Orbi_P_E2_WS03B,147.11308:133699 148.11643:17718 149.11979:0,81.85724:4168 98.68149:4787 124.62562:4367,Unknown,2.88427e-6,5.678983e-6,2.929562e-6,6.288794e-6,6.353765e-6,6.214781e-6,3.325449e-5,3.298441e-5,3.488187e-5,5.05835911705314e-6,3.37069238109204e-5,1.68362532206891e-6,1.02645361957359e-6,0.07611565057053254,3.04523078205386,3.04523078205386,767.7774118458782,FALSE
374,1,0,pos_8958,pos,8958,5.687,521.25836,[M+H]+,adduct linked to 9187_[M+NH4]+,0.333,53.98,Orbi_P_E2_WS03A,521.25818:280247 522.26153:103827 523.26489:35175,61.58442:4404 237.16478:4049 349.1467:8825,Unknown,0,0,0,0,0,0,6.939746e-5,7.435805e-5,7.530484e-5,0,7.30201136320829e-5,0,3.1728266323887e-6,0,4.345140639434247,4.345140639434247,495.6467268938166,FALSE
375,1,0,pos_9010,pos,9010,4.72,525.22614,[2M+H]+,adduct linked to 3557_[M+H]+,0.333,57.33,Orbi_P_E2_WS03A,525.22601:309136 526.22936:103019 527.23272:49571,64.24541:2718 125.07214:3161,Unknown,0,0,0,0,0,0,7.65513e-5,8.842771e-5,8.164124e-5,0,8.22067522676662e-5,0,5.95836500594858e-6,0,7.248023844255603,7.248023844255603,430.55739761921734,FALSE
376,1,0,pos_9038,pos,9038,4.494,527.24207,[M+H]+,NA,0.333,12.42,Orbi_P_E2_WS03A,527.24207:223480 528.24542:85809 529.24878:32741,350.09219:2893,Unknown,0,0,0,0,0,0,5.534046e-5,6.372896e-5,5.998876e-5,0,5.96860591031145e-5,0,4.2024371776183504e-006,0,7.040902416355148,7.040902416355148,459.1249708127662,FALSE
377,3,0.00943159665768804,pos_9138,pos,9138,6.303,535.26788,[M+Na]+,adduct linked to 9069_[M+NH4]+,0.333,24.2,Orbi_P_E2_WS03A,535.26807:420319 536.27142:156757 537.27478:35102,475.24619:46087,Unknown,0,0,0,0,0,0,1.040837e-4,1.216194e-4,1.006223e-4,0,1.08775129774585e-4,0,1.12573144105391e-5,0,10.34916201329078,10.34916201329078,500.4596950595859,FALSE
377,3,0.01543352180348953,pos_9069,pos,9069,6.301,530.31262,[M+NH4]+,adduct linked to 9138_[M+Na]+; adduct linked to 9311_[M+K]+,0.222,50.84,Orbi_P_E2_WS03A,530.31268:208445 531.31603:84905 532.31939:12863,96.65733:2815 110.20455:3263 165.53804:3253,Unknown,0,0,0,0,0,0,5.161714e-5,5.730432e-5,4.80726e-5,0,5.23313537996728e-5,0,4.65711388245352e-6,0,8.89928034401938,8.89928034401938,589.5013397947008,FALSE
378,1,0,pos_9070,pos,9070,6.363,530.31274,[M+CH3OH+H]+,adduct linked to 9391_[M+IsoProp+H]+,0.333,120.46,Orbi_P_E2_WS03A,530.31268:569233 531.31603:218391 532.31939:39571,116.48297:3227 235.14787:5565 262.13104:3095,Unknown,0,0,0,0,0,0,1.409592e-4,1.505081e-4,1.304387e-4,0,1.40635354910046e-4,0,1.003863633681e-5,0,7.138060229044801,7.138060229044801,589.7274879724039,FALSE
379,1,0,pos_9077,pos,9077,3.733,531.20599,[2M+Na]+,adduct linked to 3357_[M+H]+,0.333,24.42,Orbi_P_E2_WS03A,531.20599:285736 532.20934:102511 533.2127:22483,198.56697:2694 235.14854:37689 245.13303:7186 263.14349:59640,Unknown,0,0,0,0,0,0,7.075688e-5,6.417749e-5,6.059783e-5,0,6.51774001501811e-5,0,5.1528118237496e-6,0,7.905825964025174,7.905825964025174,387.77800679552297,FALSE
380,1,0,pos_9090,pos,9090,11.488,531.40936,[M+H]+,adduct linked to 9344_[M+Na]+; adduct linked to 9511_[M+K]+,1,260.46,Orbi_P_E2_EXBLANKA,531.40985:557630 532.4132:162279 533.41656:44363,59.86025:10134 69.07079:6947 97.10165:7068,Unknown,1.301227e-4,0.001202968,4.144335e-4,3.440305e-4,3.453522e-4,3.479554e-4,2.62757e-4,2.608243e-4,3.624776e-4,4.64143694747084e-4,2.95352986237655e-4,3.74684061901024e-4,5.81396900130634e-5,0.7799232508939363,19.684815364040865,19.684815364040865,770.3289230735273,FALSE
381,1,0,pos_9099,pos,9099,7.437,532.34961,[M+IsoProp+H]+,adduct linked to 8242_[M+H]+,0.333,22.25,Orbi_P_E2_WS03A,532.34961:519379 533.35296:214017 534.35632:36872,57.61551:2710 67.05503:3118 109.10161:4764 121.10157:7119 243.21024:3338,Unknown,0,0,0,0,0,0,1.286138e-4,1.347647e-4,1.2683e-4,0,1.30069500301033e-4,0,4.16282592013655e-6,0,3.200462760679561,3.200462760679561,656.730076312039,FALSE
382,1,0,pos_9106,pos,9106,4.86,533.21924,[M+H]+,NA,0.333,92.57,Orbi_P_E2_WS03A,533.2196:391592 534.22295:138064 535.22631:29128,61.09673:5605 235.14749:4284 249.12831:5352 281.15384:48102,Unknown,0,0,0,0,0,0,9.696981e-5,1.178589e-4,1.031418e-4,0,1.05990169686265e-4,0,1.073188960236e-5,0,10.125363167288825,10.125363167288825,411.16295803582295,FALSE
383,1,0,pos_9109,pos,9109,4.054,533.2215,[M+H]+,adduct linked to 9292_[M+NH4]+,0.333,61.71,Orbi_P_E2_WS03A,533.22186:298744 534.22521:132548 535.22857:24447,55.30044:2599 135.34404:3256 171.08105:6716 237.16385:12530,Unknown,0,0,0,0,0,0,7.397804e-5,8.227061e-5,8.605034e-5,0,8.07663285134671e-5,0,6.17512663217981e-6,0,7.6456696074158685,7.6456696074158685,415.3996041044703,FALSE
384,1,0,pos_9135,pos,9135,4.612,535.23737,[M-C6H8O6+H]+,adduct linked to 10814_[M+K]+,0.333,22.24,Orbi_P_E2_WS03A,535.23761:401522 536.24096:125258 537.24432:38636,80.69346:2573 206.57816:2789 239.17987:36016,Unknown,0,0,0,0,0,0,9.942881e-5,1.102295e-4,1.063923e-4,0,1.05350200707714e-4,0,5.47524497196257e-6,0,5.197185136033309,5.197185136033309,443.4854763598725,FALSE
385,1,0,pos_9136,pos,9136,4.554,535.23743,[M+H-H2O]+,adduct linked to 9795_[M+2Na-H]+,0.333,36.94,Orbi_P_E2_WS03A,535.23755:633494 536.2409:258120 537.24426:70095,82.48302:3628 155.08525:5318 171.11642:3723,Unknown,0,0,0,0,0,0,1.568722e-4,1.74902e-4,1.712615e-4,0,1.6767858081342e-4,0,9.53396183615143e-6,0,5.685855515893291,5.685855515893291,443.59752642863106,FALSE
386,1,0,pos_9140,pos,9140,10.587,535.271,[M+H-2H2O]+,adduct linked to 10234_[M+3Na]+,0.333,23.83,Orbi_P_E2_WS03A,535.27069:277384 536.27404:104388 537.2774:22327,486.61484:3360,Unknown,0,0,0,0,0,0,6.868858e-5,6.93855e-5,5.235894e-5,0,6.34776770311873e-5,0,9.63540807630468e-6,0,15.17920712752405,15.17920712752405,506.2856011253331,FALSE
387,1,0,pos_9141,pos,9141,3.104,535.27618,[M+ACN+H]+,adduct linked to 5830_[M-C6H10O4+H]+; adduct linked to 8308_[M+H-H2O]+,0.333,13.42,Orbi_P_E2_WS03A,535.27637:216655 536.27972:74040 537.28308:19428,85.66418:2526 109.10157:6807 119.08576:5158,Unknown,0,0,0,0,0,0,5.365015e-5,5.856704e-5,5.440993e-5,0,5.55423721380066e-5,0,2.64684170776807e-6,0,4.765445921523553,4.765445921523553,515.9579490347468,FALSE
388,1,0,pos_9167,pos,9167,7.437,537.30493,[M+2K-H]+,adduct linked to 4178_[M-C6H8O6+H]+,0.333,35.31,Orbi_P_E2_WS03A,537.30493:365295 538.30828:117155 539.31164:26572,56.77293:3057 534.65607:3510,Unknown,0,0,0,0,0,0,9.045807e-5,8.536786e-5,8.198962e-5,0,8.59385157430855e-5,0,4.26296799475479e-6,0,4.960485944973727,4.960485944973727,567.5175919193837,FALSE
389,3,0.01743416351875669,pos_9305,pos,9305,4.05,551.23151,[M+H]+,adduct linked to 9496_[M+NH4]+,0.333,19.16,Orbi_P_E2_WS03A,551.23181:542825 552.23516:205754 553.23852:55750,74.66671:3072 192.99048:2847 237.1646:4716 283.16946:24881,Unknown,0,0,0,0,0,0,1.344198e-4,1.454459e-4,1.552295e-4,0,1.45031726181818e-4,0,1.04110186630774e-5,0,7.178442218929188,7.178442218929188,419.9868762944221,FALSE
389,3,0.03486832703751338,pos_9496,pos,9496,4.048,568.25977,[M+NH4]+,adduct linked to 9305_[M+H]+; adduct linked to 9674_[M+H]+,0.333,48.46,Orbi_P_E2_WS03A,568.25977:307642 569.26312:0 570.26648:74542,59.53625:10299 147.11792:3705 265.15881:8897,Unknown,0,0,0,0,0,0,7.61815e-5,8.290351e-5,7.560447e-5,0,7.82298278257561e-5,0,4.05779972856112e-6,0,5.187023723993349,5.187023723993349,457.1324836174892,FALSE
390,2,0.00181190193080799,pos_9727,pos,9727,4.716,591.22534,[M+DMSO+H]+,adduct linked to 9306_[M+K]+,0.333,72.99,Orbi_P_E2_WS03A,591.22546:463028 592.22881:176781 593.23217:65500,86.93725:3250 203.82466:3118 237.164:6000 431.25662:33884,Unknown,0,0,0,0,0,0,1.146595e-4,1.271951e-4,1.227174e-4,0,1.21524006923816e-4,0,6.35242209148269e-6,0,5.227298088899468,5.227298088899468,381.14063243628925,FALSE
390,2,0.00181190193080799,pos_9306,pos,9306,4.718,551.23187,[M+K]+,adduct linked to 9727_[M+DMSO+H]+,0.333,11.88,Orbi_P_E2_WS03A,551.23169:338315 552.23504:116711 553.2384:45406,109.10188:3227 123.11729:3833 221.13335:3065 245.13231:15718,Unknown,0,0,0,0,0,0,8.377691e-5,9.72678e-5,9.194894e-5,0,9.09978843992576e-5,0,6.79554391390121e-6,0,7.467804288817786,7.467804288817786,420.6396847119128,FALSE
391,1,0,pos_9308,pos,9308,6.123,551.23206,[M+Li]+,adduct linked to 9246_[M+H]+,0.333,9.7,Orbi_P_E2_WS03A,551.23218:273089 552.23553:82830 553.23889:26191,61.58563:3945 91.53551:2750 195.1165:3478 263.14191:6906,Unknown,0,0,0,0,0,0,6.762514e-5,7.919847e-5,7.391591e-5,0,7.35798409247461e-5,0,5.79398204646019e-6,0,7.874415021345308,7.874415021345308,420.9842221442032,FALSE
392,2,0.01743416351875669,pos_9494,pos,9494,4.983,568.2594,[M+NH4]+,adduct linked to 9309_[M+H]+,0.333,108.29,Orbi_P_E2_WS03A,568.25946:889738 569.26281:326977 570.26617:101718,85.51402:3182 147.11694:5129 159.11697:3432 277.23047:3318,Unknown,0,0,0,0,0,0,2.203259e-4,2.56859e-4,2.360443e-4,0,2.37743045242193e-4,0,1.83256872639329e-5,0,7.708190683460035,7.708190683460035,456.4816701668777,FALSE
392,2,0.01743416351875669,pos_9309,pos,9309,4.983,551.23212,[M+H]+,adduct linked to 9494_[M+NH4]+,0.333,272.78,Orbi_P_E2_WS03A,551.23212:2767616 552.23547:1027662 553.23883:312223,61.58103:3552 81.07054:8869 105.07051:8348 123.11724:12611 135.08084:7724 145.10121:24765 153.05489:19821 157.10133:10517 173.13306:4341 197.09662:4661 225.12852:7566 249.12906:4814 253.15874:42832 263.14301:94356 281.15381:208545 353.10605:8138,Unknown,0,0,0,0,0,0,6.853446e-4,7.495013e-4,7.287219e-4,0,7.21189271037777e-4,0,3.27349717044538e-5,0,4.539026441331945,4.539026441331945,421.0930233891468,FALSE
393,1,0,pos_9313,pos,9313,5.124,551.26843,[M+H]+,NA,0.111,6.47,Orbi_P_E2_WS03A,551.26843:52250 552.27178:23496 553.27514:0,62.24247:3081 91.57314:3378 198.05273:2993 235.14926:3367 263.14276:8877,Unknown,0,0,0,0,0,0,1.293861e-5,1.37053e-5,1.198655e-5,0,1.2876821529062e-5,0,8.61035220046232e-7,0,6.686706172815563,6.686706172815563,486.9315661699812,FALSE
394,1,0,pos_9325,pos,9325,4.554,552.26361,[M+ACN+Na]+,adduct linked to 8503_[M+H]+,0.333,13.49,Orbi_P_E2_WS03A,552.26404:264428 553.26739:0 554.27075:61029,238.198:3052 363.05399:3341,Unknown,0,0,0,0,0,0,6.548033e-5,7.21441e-5,7.619674e-5,0,7.12737237336114e-5,0,5.41096330500281e-6,0,7.591806659669582,7.591806659669582,477.3263985290856,FALSE
395,1,0,pos_9338,pos,9338,4.648,553.24786,[M+DMSO+H]+,adduct linked to 8871_[M+K]+,0.333,35.3,Orbi_P_E2_WS03A,553.24774:370089 554.25109:121551 555.25445:37063,208.42865:2705,Unknown,0,0,0,0,0,0,9.164509e-5,1.041385e-4,9.873589e-5,0,9.81731427600607e-5,0,6.26566458522617e-6,0,6.382259352274908,6.382259352274908,448.00896292657336,FALSE
396,1,0,pos_9339,pos,9339,4.762,553.24817,[M+H]+,adduct linked to 9133_[M+H-H2O]+,0.333,77.37,Orbi_P_E2_WS03A,553.24817:479370 554.25152:177613 555.25488:56807,61.57888:3169 67.05518:6529 237.16461:4235 247.1485:33309,Unknown,0,0,0,0,0,0,1.187063e-4,1.280306e-4,1.313098e-4,0,1.26015557422458e-4,0,6.5389327470663e-6,0,5.18898847159403,5.18898847159403,448.5690390986005,FALSE
397,1,0,pos_9369,pos,9369,5.642,556.29572,[M+H]+,NA,0.333,37.3,Orbi_P_E2_WS03A,556.29596:246692 557.29931:96497 558.30267:26643,51.60392:2597 61.58252:4525 115.28148:3265 231.13902:2895,Unknown,0,0,0,0,0,0,6.108842e-5,6.958296e-5,6.585148e-5,0,6.55076170611816e-5,0,4.25769791435562e-6,0,6.499546320512763,6.499546320512763,531.5877677433151,FALSE
398,1,0,pos_9425,pos,9425,5.264,561.24457,[2M+H]+,adduct linked to 4064_[M+H]+,0.333,71.27,Orbi_P_E2_WS03B,561.24457:250036 562.24792:79002 563.25128:32867,61.58044:4109,Unknown,0,0,0,0,0,0,5.429532e-5,6.16855e-5,5.081978e-5,0,5.56001978111453e-5,0,5.54914312682579e-6,0,9.980437741740266,9.980437741740266,435.76368141958744,FALSE
399,2,0.01743416351875669,pos_9481,pos,9481,3.781,567.22754,[M+H]+,adduct linked to 9641_[M+NH4]+,0.333,186.59,Orbi_P_E2_WS03A,567.22778:3284802 568.23113:1175615 569.23449:383741,61.31927:3361 93.07063:5921 119.08591:6030 137.06021:3940 145.10159:22849 153.05498:20592 175.11221:19307 193.10181:5916 227.14255:5263 239.14279:11067 255.17331:5494 271.16922:9751 361.11066:7716,Unknown,0,0,0,0,0,0,8.134153e-4,8.893623e-4,8.505296e-4,0,8.51102425561597e-4,0,3.79767244781593e-5,0,4.46206277148141,4.46206277148141,401.14413344594715,FALSE
399,2,0.01743416351875669,pos_9641,pos,9641,3.781,584.25415,[M+NH4]+,adduct linked to 9481_[M+H]+,0.333,449.62,Orbi_P_E2_WS03A,584.25446:1776558 585.25781:0 586.26117:526663,61.57642:3051 95.05009:5679 145.10117:7578 235.14848:12025 253.15883:18644 263.14322:34870,Unknown,0,0,0,0,0,0,4.399289e-4,4.52197e-4,4.400579e-4,0,4.44061287756388e-4,0,7.04603872824322e-6,0,1.5867266349298783,1.5867266349298783,434.9990496430046,FALSE
400,2,0.01743416351875669,pos_9647,pos,9647,4.653,584.25476,[M+NH4]+,adduct linked to 9484_[M+H]+,0.333,41.55,Orbi_P_E2_WS03A,584.2547:213554 585.25805:73465 586.26141:231400,52.95582:2993 59.49089:8316 251.17355:3234,Unknown,0,0,0,0,0,0,5.288244e-5,5.436956e-5,5.294691e-5,0,5.33996365750985e-5,0,8.40593907282872e-7,0,1.5741566070411432,1.5741566070411432,436.0426605681962,FALSE
400,2,0.01743416351875669,pos_9484,pos,9484,4.655,567.22821,[M+H]+,adduct linked to 9647_[M+NH4]+,0.333,12.1,Orbi_P_E2_WS03A,567.22809:229788 568.23144:83325 569.2348:69869,118.68694:2871,Unknown,0,0,0,0,0,0,5.690243e-5,6.001037e-5,5.876539e-5,0,5.85593988944311e-5,0,1.56417809020075e-6,0,2.671096561323311,2.671096561323311,402.3248420595831,FALSE
401,1,0,pos_9493,pos,9493,6.123,568.25934,[M+NH4]+,adduct linked to 9548_[M+Na]+; adduct linked to 9767_[M+2Na-H]+,0.333,134.23,Orbi_P_E2_WS03A,568.25958:949759 569.26293:309781 570.26629:91249,105.07097:3444 147.11711:6374 263.14337:6040 379.12128:3486,Unknown,0,0,0,0,0,0,2.351889e-4,2.675961e-4,2.445465e-4,0,2.49110482400283e-4,0,1.66786937435107e-5,0,6.695299845596442,6.695299845596442,456.3761327705621,FALSE
402,1,0,pos_9509,pos,9509,3.539,569.24347,[M+H]+,adduct linked to 9675_[M+NH4]+,0.333,6.64,Orbi_P_E2_WS03A,569.24384:280488 570.24719:97225 571.25055:28158,94.54507:3203 205.47675:3067 265.15915:32445,Unknown,0,0,0,0,0,0,6.945727e-5,7.872746e-5,6.509462e-5,0,7.10931174883929e-5,0,6.9620812461101e-6,0,9.792904703112468,9.792904703112468,427.708024476771,FALSE
403,1,0,pos_9516,pos,9516,5.793,570.27496,[M+Na]+,adduct linked to 9677_[M+K]+,0.333,32.49,Orbi_P_E2_WS03A,570.27539:231761 571.27874:73217 572.2821:16433,103.6553:2966,Unknown,0,0,0,0,0,0,5.739087e-5,6.380294e-5,6.088392e-5,0,6.06925762743534e-5,0,3.21031199644152e-6,0,5.289464039110312,5.289464039110312,482.153380888343,FALSE
